step,day,hour,water_uptake_rate,transpiration_rate,evapotranspiration,water_availability,root_water_potential,leaf_water_potential,hydraulic_conductance,crop_coefficient,cumulative_water_uptake,daily_water_uptake,cumulative_transpiration,daily_transpiration,step_count,last_update
1,1,0,0.0001,0.0001,0.0159,0.9998,-0.1003,-0.5127,0.0124,0.0800,0.0001,0.0000,0.0001,0.0000,2,2025-10-17T21:53:59.073609
2,1,1,0.0013,0.0013,0.0238,0.9969,-0.1043,-0.6714,0.1029,0.1200,0.0015,0.0014,0.0015,0.0014,4,2025-10-17T21:53:59.089056
3,1,2,0.0013,0.0013,0.0239,0.9969,-0.1044,-0.6734,0.1034,0.1207,0.0041,0.0040,0.0041,0.0040,6,2025-10-17T21:53:59.104598
4,1,3,0.0013,0.0013,0.0242,0.9968,-0.1045,-0.6775,0.1045,0.1221,0.0067,0.0066,0.0067,0.0066,8,2025-10-17T21:53:59.120228
5,1,4,0.0014,0.0014,0.0245,0.9967,-0.1046,-0.6815,0.1056,0.1235,0.0094,0.0093,0.0094,0.0093,10,2025-10-17T21:53:59.136043
6,1,5,0.0014,0.0014,0.0248,0.9967,-0.1047,-0.6856,0.1067,0.1249,0.0121,0.0120,0.0121,0.0120,12,2025-10-17T21:53:59.151721
7,1,6,0.0014,0.0014,0.0250,0.9966,-0.1048,-0.6897,0.1077,0.1262,0.0150,0.0149,0.0150,0.0149,14,2025-10-17T21:53:59.167669
8,1,7,0.0015,0.0015,0.0253,0.9965,-0.1049,-0.6938,0.1088,0.1276,0.0178,0.0177,0.0178,0.0177,16,2025-10-17T21:53:59.184073
9,1,8,0.0015,0.0015,0.0256,0.9964,-0.1050,-0.6980,0.1098,0.1290,0.0208,0.0207,0.0208,0.0207,18,2025-10-17T21:53:59.200371
10,1,9,0.0015,0.0015,0.0259,0.9964,-0.1051,-0.7022,0.1109,0.1303,0.0238,0.0237,0.0238,0.0237,20,2025-10-17T21:53:59.216635
11,1,10,0.0015,0.0015,0.0261,0.9963,-0.1052,-0.7064,0.1119,0.1317,0.0268,0.0267,0.0268,0.0267,22,2025-10-17T21:53:59.232936
12,1,11,0.0016,0.0016,0.0264,0.9962,-0.1053,-0.7106,0.1130,0.1330,0.0300,0.0299,0.0300,0.0299,24,2025-10-17T21:53:59.249779
13,1,12,0.0016,0.0016,0.0267,0.9962,-0.1054,-0.7132,0.1140,0.1343,0.0331,0.0330,0.0331,0.0330,26,2025-10-17T21:53:59.266654
14,1,13,0.0016,0.0016,0.0269,0.9961,-0.1054,-0.7153,0.1150,0.1357,0.0364,0.0363,0.0364,0.0363,28,2025-10-17T21:53:59.283561
15,1,14,0.0016,0.0016,0.0272,0.9961,-0.1055,-0.7174,0.1160,0.1370,0.0396,0.0395,0.0396,0.0395,30,2025-10-17T21:53:59.300829
16,1,15,0.0016,0.0016,0.0274,0.9960,-0.1055,-0.7195,0.1170,0.1383,0.0429,0.0428,0.0429,0.0428,32,2025-10-17T21:53:59.318155
17,1,16,0.0017,0.0017,0.0277,0.9960,-0.1056,-0.7216,0.1180,0.1396,0.0462,0.0461,0.0462,0.0461,34,2025-10-17T21:53:59.336277
18,1,17,0.0017,0.0017,0.0280,0.9960,-0.1056,-0.7236,0.1190,0.1409,0.0495,0.0494,0.0495,0.0494,36,2025-10-17T21:53:59.355882
19,1,18,0.0017,0.0017,0.0282,0.9959,-0.1057,-0.7257,0.1200,0.1422,0.0529,0.0528,0.0529,0.0528,38,2025-10-17T21:53:59.374932
20,1,19,0.0017,0.0017,0.0285,0.9959,-0.1057,-0.7277,0.1210,0.1435,0.0563,0.0562,0.0563,0.0562,40,2025-10-17T21:53:59.395035
21,1,20,0.0017,0.0017,0.0287,0.9959,-0.1058,-0.7298,0.1219,0.1448,0.0597,0.0596,0.0597,0.0596,42,2025-10-17T21:53:59.415248
22,1,21,0.0017,0.0017,0.0290,0.9958,-0.1058,-0.7318,0.1229,0.1460,0.0632,0.0631,0.0632,0.0631,44,2025-10-17T21:53:59.435789
23,1,22,0.0018,0.0018,0.0292,0.9958,-0.1059,-0.7338,0.1239,0.1473,0.0667,0.0666,0.0667,0.0666,46,2025-10-17T21:53:59.456025
24,1,23,0.0018,0.0018,0.0295,0.9958,-0.1059,-0.7358,0.1248,0.1486,0.0702,0.0701,0.0702,0.0701,48,2025-10-17T21:53:59.476221
25,2,0,0.0016,0.0016,0.0262,0.9962,-0.1053,-0.7093,0.1257,0.1498,0.0733,0.0000,0.0733,0.0000,50,2025-10-17T21:53:59.496882
26,2,1,0.0016,0.0016,0.0264,0.9962,-0.1053,-0.7108,0.1266,0.1509,0.0765,0.0032,0.0765,0.0032,52,2025-10-17T21:53:59.517131
27,2,2,0.0016,0.0016,0.0265,0.9962,-0.1054,-0.7124,0.1274,0.1520,0.0797,0.0063,0.0797,0.0063,54,2025-10-17T21:53:59.537613
28,2,3,0.0016,0.0016,0.0267,0.9961,-0.1054,-0.7139,0.1282,0.1531,0.0829,0.0095,0.0829,0.0095,56,2025-10-17T21:53:59.560500
29,2,4,0.0016,0.0016,0.0269,0.9961,-0.1054,-0.7155,0.1290,0.1542,0.0861,0.0127,0.0861,0.0127,58,2025-10-17T21:53:59.579453
30,2,5,0.0016,0.0016,0.0271,0.9961,-0.1055,-0.7170,0.1299,0.1553,0.0893,0.0160,0.0893,0.0160,60,2025-10-17T21:53:59.598490
31,2,6,0.0016,0.0016,0.0273,0.9961,-0.1055,-0.7185,0.1307,0.1564,0.0926,0.0193,0.0926,0.0193,62,2025-10-17T21:53:59.617390
32,2,7,0.0017,0.0016,0.0275,0.9960,-0.1055,-0.7200,0.1315,0.1575,0.0959,0.0225,0.0959,0.0225,64,2025-10-17T21:53:59.638510
33,2,8,0.0017,0.0017,0.0277,0.9960,-0.1056,-0.7215,0.1323,0.1586,0.0992,0.0259,0.0992,0.0259,66,2025-10-17T21:53:59.659815
34,2,9,0.0017,0.0017,0.0279,0.9960,-0.1056,-0.7230,0.1331,0.1596,0.1025,0.0292,0.1025,0.0292,68,2025-10-17T21:53:59.680111
35,2,10,0.0017,0.0017,0.0281,0.9960,-0.1057,-0.7245,0.1339,0.1607,0.1059,0.0325,0.1059,0.0325,70,2025-10-17T21:53:59.699784
36,2,11,0.0017,0.0017,0.0282,0.9959,-0.1057,-0.7260,0.1346,0.1618,0.1093,0.0359,0.1093,0.0359,72,2025-10-17T21:53:59.720313
37,2,12,0.0017,0.0017,0.0284,0.9959,-0.1057,-0.7274,0.1354,0.1628,0.1127,0.0393,0.1127,0.0393,74,2025-10-17T21:53:59.742040
38,2,13,0.0017,0.0017,0.0286,0.9959,-0.1058,-0.7289,0.1362,0.1639,0.1161,0.0427,0.1161,0.0427,76,2025-10-17T21:53:59.763501
39,2,14,0.0017,0.0017,0.0288,0.9959,-0.1058,-0.7304,0.1370,0.1649,0.1195,0.0462,0.1195,0.0462,78,2025-10-17T21:53:59.789356
40,2,15,0.0017,0.0017,0.0290,0.9958,-0.1058,-0.7318,0.1377,0.1660,0.1230,0.0497,0.1230,0.0497,80,2025-10-17T21:53:59.814898
41,2,16,0.0017,0.0017,0.0292,0.9958,-0.1059,-0.7333,0.1385,0.1670,0.1265,0.0531,0.1265,0.0531,82,2025-10-17T21:53:59.834364
42,2,17,0.0018,0.0018,0.0293,0.9958,-0.1059,-0.7347,0.1392,0.1680,0.1300,0.0567,0.1300,0.0567,84,2025-10-17T21:53:59.853844
43,2,18,0.0018,0.0018,0.0295,0.9957,-0.1060,-0.7362,0.1400,0.1691,0.1335,0.0602,0.1335,0.0602,86,2025-10-17T21:53:59.873265
44,2,19,0.0018,0.0018,0.0297,0.9957,-0.1060,-0.7376,0.1408,0.1701,0.1371,0.0637,0.1371,0.0637,88,2025-10-17T21:53:59.893594
45,2,20,0.0018,0.0018,0.0299,0.9957,-0.1060,-0.7390,0.1415,0.1711,0.1407,0.0673,0.1406,0.0673,90,2025-10-17T21:53:59.915255
46,2,21,0.0018,0.0018,0.0301,0.9957,-0.1061,-0.7404,0.1422,0.1721,0.1442,0.0709,0.1442,0.0709,92,2025-10-17T21:53:59.935720
47,2,22,0.0018,0.0018,0.0302,0.9956,-0.1061,-0.7418,0.1430,0.1731,0.1479,0.0745,0.1479,0.0745,94,2025-10-17T21:53:59.956854
48,2,23,0.0018,0.0018,0.0304,0.9956,-0.1061,-0.7432,0.1437,0.1741,0.1515,0.0782,0.1515,0.0782,96,2025-10-17T21:53:59.977599
49,3,0,0.0027,0.0027,0.0452,0.9935,-0.1091,-0.8616,0.1444,0.1751,0.1569,0.0000,0.1569,0.0000,98,2025-10-17T21:53:59.998723
50,3,1,0.0027,0.0027,0.0455,0.9934,-0.1092,-0.8639,0.1452,0.1762,0.1624,0.0054,0.1623,0.0054,100,2025-10-17T21:54:00.022250
51,3,2,0.0027,0.0027,0.0458,0.9934,-0.1092,-0.8661,0.1460,0.1773,0.1678,0.0109,0.1678,0.0109,102,2025-10-17T21:54:00.044214
52,3,3,0.0028,0.0028,0.0460,0.9934,-0.1093,-0.8683,0.1468,0.1784,0.1733,0.0164,0.1733,0.0164,104,2025-10-17T21:54:00.064530
53,3,4,0.0028,0.0028,0.0463,0.9933,-0.1093,-0.8706,0.1476,0.1795,0.1789,0.0220,0.1789,0.0220,106,2025-10-17T21:54:00.085308
54,3,5,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.1845,0.0275,0.1844,0.0275,108,2025-10-17T21:54:00.106509
55,3,6,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.1900,0.0331,0.1900,0.0331,110,2025-10-17T21:54:00.127360
56,3,7,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.1956,0.0387,0.1956,0.0387,112,2025-10-17T21:54:00.148897
57,3,8,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2012,0.0443,0.2012,0.0443,114,2025-10-17T21:54:00.170062
58,3,9,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2068,0.0498,0.2067,0.0498,116,2025-10-17T21:54:00.190090
59,3,10,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2123,0.0554,0.2123,0.0554,118,2025-10-17T21:54:00.208510
60,3,11,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2179,0.0610,0.2179,0.0610,120,2025-10-17T21:54:00.225972
61,3,12,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2235,0.0666,0.2235,0.0666,122,2025-10-17T21:54:00.243840
62,3,13,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2291,0.0721,0.2290,0.0721,124,2025-10-17T21:54:00.261893
63,3,14,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2346,0.0777,0.2346,0.0777,126,2025-10-17T21:54:00.280058
64,3,15,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2402,0.0833,0.2402,0.0833,128,2025-10-17T21:54:00.298838
65,3,16,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2458,0.0889,0.2458,0.0889,130,2025-10-17T21:54:00.317664
66,3,17,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2514,0.0944,0.2513,0.0944,132,2025-10-17T21:54:00.336783
67,3,18,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2569,0.1000,0.2569,0.1000,134,2025-10-17T21:54:00.356043
68,3,19,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8717,0.1479,0.1800,0.2625,0.1056,0.2625,0.1056,136,2025-10-17T21:54:00.375526
69,3,20,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8719,0.1480,0.1801,0.2681,0.1112,0.2681,0.1112,138,2025-10-17T21:54:00.394116
70,3,21,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8719,0.1480,0.1801,0.2737,0.1168,0.2736,0.1167,140,2025-10-17T21:54:00.413186
71,3,22,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8719,0.1480,0.1801,0.2792,0.1223,0.2792,0.1223,142,2025-10-17T21:54:00.431746
72,3,23,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8719,0.1480,0.1801,0.2848,0.1279,0.2848,0.1279,144,2025-10-17T21:54:00.450242
73,4,0,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.2888,0.0000,0.2887,0.0000,146,2025-10-17T21:54:00.470054
74,4,1,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.2927,0.0039,0.2927,0.0039,148,2025-10-17T21:54:00.489403
75,4,2,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.2967,0.0079,0.2966,0.0079,150,2025-10-17T21:54:00.508588
76,4,3,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3006,0.0118,0.3006,0.0118,152,2025-10-17T21:54:00.526902
77,4,4,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3046,0.0158,0.3045,0.0158,154,2025-10-17T21:54:00.545166
78,4,5,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3085,0.0197,0.3085,0.0197,156,2025-10-17T21:54:00.563190
79,4,6,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3125,0.0237,0.3124,0.0237,158,2025-10-17T21:54:00.581740
80,4,7,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3164,0.0276,0.3164,0.0276,160,2025-10-17T21:54:00.600582
81,4,8,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3204,0.0316,0.3203,0.0316,162,2025-10-17T21:54:00.619591
82,4,9,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3243,0.0355,0.3243,0.0355,164,2025-10-17T21:54:00.638927
83,4,10,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3283,0.0395,0.3282,0.0395,166,2025-10-17T21:54:00.658710
84,4,11,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3322,0.0434,0.3322,0.0434,168,2025-10-17T21:54:00.678971
85,4,12,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3362,0.0474,0.3361,0.0474,170,2025-10-17T21:54:00.701814
86,4,13,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3401,0.0513,0.3401,0.0513,172,2025-10-17T21:54:00.722435
87,4,14,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3441,0.0553,0.3440,0.0553,174,2025-10-17T21:54:00.742890
88,4,15,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3480,0.0592,0.3480,0.0592,176,2025-10-17T21:54:00.762658
89,4,16,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3520,0.0632,0.3519,0.0632,178,2025-10-17T21:54:00.782213
90,4,17,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3559,0.0671,0.3559,0.0671,180,2025-10-17T21:54:00.802136
91,4,18,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3599,0.0711,0.3598,0.0711,182,2025-10-17T21:54:00.822374
92,4,19,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3638,0.0750,0.3638,0.0750,184,2025-10-17T21:54:00.842890
93,4,20,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3678,0.0790,0.3677,0.0790,186,2025-10-17T21:54:00.862736
94,4,21,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3717,0.0829,0.3717,0.0829,188,2025-10-17T21:54:00.882717
95,4,22,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3757,0.0869,0.3756,0.0869,190,2025-10-17T21:54:00.903170
96,4,23,0.0020,0.0020,0.0329,0.9953,-0.1066,-0.7633,0.1480,0.1801,0.3796,0.0908,0.3796,0.0908,192,2025-10-17T21:54:00.923851
97,5,0,0.0017,0.0017,0.0290,0.9958,-0.1059,-0.7324,0.1480,0.1801,0.3831,0.0000,0.3831,0.0000,194,2025-10-17T21:54:00.946665
98,5,1,0.0017,0.0017,0.0291,0.9958,-0.1059,-0.7328,0.1482,0.1804,0.3866,0.0035,0.3866,0.0035,196,2025-10-17T21:54:00.966693
99,5,2,0.0018,0.0018,0.0292,0.9958,-0.1059,-0.7335,0.1486,0.1809,0.3901,0.0070,0.3900,0.0070,198,2025-10-17T21:54:00.987128
100,5,3,0.0018,0.0018,0.0293,0.9958,-0.1059,-0.7342,0.1490,0.1815,0.3936,0.0105,0.3936,0.0105,200,2025-10-17T21:54:01.007580
101,5,4,0.0018,0.0018,0.0294,0.9958,-0.1059,-0.7349,0.1494,0.1821,0.3971,0.0140,0.3971,0.0140,202,2025-10-17T21:54:01.029124
102,5,5,0.0018,0.0018,0.0295,0.9958,-0.1059,-0.7356,0.1498,0.1826,0.4007,0.0175,0.4006,0.0175,204,2025-10-17T21:54:01.050339
103,5,6,0.0018,0.0018,0.0295,0.9957,-0.1060,-0.7363,0.1502,0.1831,0.4042,0.0211,0.4041,0.0211,206,2025-10-17T21:54:01.069903
104,5,7,0.0018,0.0018,0.0296,0.9957,-0.1060,-0.7370,0.1506,0.1837,0.4077,0.0246,0.4077,0.0246,208,2025-10-17T21:54:01.089566
105,5,8,0.0018,0.0018,0.0297,0.9957,-0.1060,-0.7377,0.1510,0.1842,0.4113,0.0282,0.4113,0.0282,210,2025-10-17T21:54:01.109396
106,5,9,0.0018,0.0018,0.0298,0.9957,-0.1060,-0.7384,0.1514,0.1848,0.4149,0.0318,0.4148,0.0318,212,2025-10-17T21:54:01.129835
107,5,10,0.0018,0.0018,0.0299,0.9957,-0.1060,-0.7391,0.1517,0.1853,0.4185,0.0353,0.4184,0.0353,214,2025-10-17T21:54:01.149937
108,5,11,0.0018,0.0018,0.0300,0.9957,-0.1060,-0.7398,0.1521,0.1858,0.4221,0.0389,0.4220,0.0389,216,2025-10-17T21:54:01.170320
109,5,12,0.0018,0.0018,0.0301,0.9957,-0.1061,-0.7404,0.1525,0.1864,0.4257,0.0425,0.4256,0.0425,218,2025-10-17T21:54:01.190758
110,5,13,0.0018,0.0018,0.0301,0.9957,-0.1061,-0.7411,0.1529,0.1869,0.4293,0.0462,0.4292,0.0461,220,2025-10-17T21:54:01.211303
111,5,14,0.0018,0.0018,0.0302,0.9956,-0.1061,-0.7418,0.1533,0.1874,0.4329,0.0498,0.4328,0.0498,222,2025-10-17T21:54:01.232340
112,5,15,0.0018,0.0018,0.0303,0.9956,-0.1061,-0.7425,0.1536,0.1879,0.4365,0.0534,0.4365,0.0534,224,2025-10-17T21:54:01.252791
113,5,16,0.0018,0.0018,0.0304,0.9956,-0.1061,-0.7431,0.1540,0.1884,0.4402,0.0571,0.4401,0.0570,226,2025-10-17T21:54:01.273267
114,5,17,0.0018,0.0018,0.0305,0.9956,-0.1061,-0.7438,0.1544,0.1890,0.4438,0.0607,0.4438,0.0607,228,2025-10-17T21:54:01.293975
115,5,18,0.0018,0.0018,0.0306,0.9956,-0.1062,-0.7445,0.1547,0.1895,0.4475,0.0644,0.4474,0.0644,230,2025-10-17T21:54:01.316240
116,5,19,0.0018,0.0018,0.0306,0.9956,-0.1062,-0.7451,0.1551,0.1900,0.4512,0.0680,0.4511,0.0680,232,2025-10-17T21:54:01.338276
117,5,20,0.0018,0.0018,0.0307,0.9956,-0.1062,-0.7458,0.1554,0.1905,0.4548,0.0717,0.4548,0.0717,234,2025-10-17T21:54:01.359042
118,5,21,0.0018,0.0018,0.0308,0.9956,-0.1062,-0.7464,0.1558,0.1910,0.4585,0.0754,0.4585,0.0754,236,2025-10-17T21:54:01.379305
119,5,22,0.0019,0.0019,0.0309,0.9956,-0.1062,-0.7471,0.1562,0.1915,0.4622,0.0791,0.4622,0.0791,238,2025-10-17T21:54:01.399932
120,5,23,0.0019,0.0019,0.0310,0.9955,-0.1062,-0.7477,0.1565,0.1920,0.4659,0.0828,0.4659,0.0828,240,2025-10-17T21:54:01.420199
121,6,0,0.0026,0.0026,0.0441,0.9936,-0.1089,-0.8531,0.1569,0.1925,0.4712,0.0000,0.4712,0.0000,242,2025-10-17T21:54:01.440651
122,6,1,0.0027,0.0027,0.0442,0.9936,-0.1089,-0.8540,0.1572,0.1930,0.4765,0.0053,0.4765,0.0053,244,2025-10-17T21:54:01.461127
123,6,2,0.0027,0.0027,0.0444,0.9936,-0.1089,-0.8551,0.1576,0.1936,0.4819,0.0106,0.4818,0.0106,246,2025-10-17T21:54:01.483663
124,6,3,0.0027,0.0027,0.0445,0.9936,-0.1090,-0.8560,0.1580,0.1941,0.4872,0.0160,0.4871,0.0160,248,2025-10-17T21:54:01.504318
125,6,4,0.0027,0.0027,0.0446,0.9936,-0.1090,-0.8568,0.1583,0.1945,0.4925,0.0213,0.4925,0.0213,250,2025-10-17T21:54:01.524897
126,6,5,0.0027,0.0027,0.0447,0.9936,-0.1090,-0.8577,0.1587,0.1950,0.4979,0.0267,0.4978,0.0267,252,2025-10-17T21:54:01.546760
127,6,6,0.0027,0.0027,0.0448,0.9935,-0.1090,-0.8586,0.1590,0.1955,0.5033,0.0320,0.5032,0.0320,254,2025-10-17T21:54:01.570453
128,6,7,0.0027,0.0027,0.0449,0.9935,-0.1091,-0.8595,0.1593,0.1960,0.5087,0.0374,0.5086,0.0374,256,2025-10-17T21:54:01.592644
129,6,8,0.0027,0.0027,0.0450,0.9935,-0.1091,-0.8603,0.1597,0.1964,0.5141,0.0428,0.5140,0.0428,258,2025-10-17T21:54:01.614739
130,6,9,0.0027,0.0027,0.0451,0.9935,-0.1091,-0.8612,0.1600,0.1969,0.5195,0.0482,0.5194,0.0482,260,2025-10-17T21:54:01.636374
131,6,10,0.0027,0.0027,0.0453,0.9935,-0.1091,-0.8620,0.1603,0.1974,0.5249,0.0537,0.5248,0.0537,262,2025-10-17T21:54:01.656643
132,6,11,0.0027,0.0027,0.0454,0.9935,-0.1091,-0.8629,0.1606,0.1978,0.5303,0.0591,0.5303,0.0591,264,2025-10-17T21:54:01.677272
133,6,12,0.0027,0.0027,0.0455,0.9935,-0.1092,-0.8637,0.1610,0.1983,0.5358,0.0646,0.5357,0.0645,266,2025-10-17T21:54:01.697841
134,6,13,0.0027,0.0027,0.0456,0.9934,-0.1092,-0.8646,0.1613,0.1988,0.5412,0.0700,0.5412,0.0700,268,2025-10-17T21:54:01.718562
135,6,14,0.0027,0.0027,0.0457,0.9934,-0.1092,-0.8654,0.1616,0.1992,0.5467,0.0755,0.5466,0.0755,270,2025-10-17T21:54:01.739842
136,6,15,0.0027,0.0027,0.0458,0.9934,-0.1092,-0.8663,0.1619,0.1997,0.5522,0.0810,0.5521,0.0810,272,2025-10-17T21:54:01.760257
137,6,16,0.0028,0.0028,0.0459,0.9934,-0.1093,-0.8671,0.1623,0.2001,0.5577,0.0865,0.5576,0.0865,274,2025-10-17T21:54:01.780971
138,6,17,0.0028,0.0028,0.0460,0.9934,-0.1093,-0.8679,0.1626,0.2006,0.5632,0.0920,0.5631,0.0920,276,2025-10-17T21:54:01.801670
139,6,18,0.0028,0.0028,0.0461,0.9934,-0.1093,-0.8687,0.1629,0.2010,0.5688,0.0975,0.5687,0.0975,278,2025-10-17T21:54:01.823790
140,6,19,0.0028,0.0028,0.0462,0.9933,-0.1093,-0.8696,0.1632,0.2015,0.5743,0.1031,0.5742,0.1030,280,2025-10-17T21:54:01.844315
141,6,20,0.0028,0.0028,0.0463,0.9933,-0.1093,-0.8704,0.1635,0.2019,0.5798,0.1086,0.5798,0.1086,282,2025-10-17T21:54:01.866229
142,6,21,0.0028,0.0028,0.0464,0.9933,-0.1094,-0.8712,0.1638,0.2024,0.5854,0.1142,0.5853,0.1141,284,2025-10-17T21:54:01.888463
143,6,22,0.0028,0.0028,0.0465,0.9933,-0.1094,-0.8720,0.1641,0.2028,0.5910,0.1197,0.5909,0.1197,286,2025-10-17T21:54:01.911028
144,6,23,0.0028,0.0028,0.0466,0.9933,-0.1094,-0.8728,0.1644,0.2032,0.5966,0.1253,0.5965,0.1253,288,2025-10-17T21:54:01.932535
145,7,0,0.0022,0.0022,0.0365,0.9947,-0.1074,-0.7918,0.1647,0.2037,0.6009,0.0000,0.6008,0.0000,290,2025-10-17T21:54:01.953609
146,7,1,0.0022,0.0022,0.0365,0.9947,-0.1074,-0.7924,0.1650,0.2041,0.6053,0.0044,0.6052,0.0044,292,2025-10-17T21:54:01.974191
147,7,2,0.0022,0.0022,0.0366,0.9947,-0.1074,-0.7929,0.1653,0.2045,0.6097,0.0088,0.6096,0.0088,294,2025-10-17T21:54:01.994686
148,7,3,0.0022,0.0022,0.0367,0.9947,-0.1074,-0.7935,0.1655,0.2048,0.6141,0.0132,0.6140,0.0132,296,2025-10-17T21:54:02.016649
149,7,4,0.0022,0.0022,0.0368,0.9947,-0.1074,-0.7940,0.1658,0.2052,0.6185,0.0176,0.6184,0.0176,298,2025-10-17T21:54:02.038828
150,7,5,0.0022,0.0022,0.0368,0.9947,-0.1074,-0.7946,0.1661,0.2056,0.6229,0.0220,0.6228,0.0220,300,2025-10-17T21:54:02.061254
151,7,6,0.0022,0.0022,0.0369,0.9947,-0.1074,-0.7952,0.1664,0.2060,0.6274,0.0264,0.6273,0.0264,302,2025-10-17T21:54:02.081973
152,7,7,0.0022,0.0022,0.0370,0.9947,-0.1075,-0.7957,0.1666,0.2064,0.6318,0.0309,0.6317,0.0308,304,2025-10-17T21:54:02.102897
153,7,8,0.0022,0.0022,0.0371,0.9946,-0.1075,-0.7972,0.1673,0.2074,0.6362,0.0353,0.6361,0.0353,306,2025-10-17T21:54:02.125502
154,7,9,0.0022,0.0022,0.0373,0.9946,-0.1075,-0.7986,0.1680,0.2084,0.6407,0.0398,0.6406,0.0398,308,2025-10-17T21:54:02.146140
155,7,10,0.0023,0.0023,0.0375,0.9946,-0.1076,-0.8001,0.1687,0.2094,0.6452,0.0443,0.6451,0.0442,310,2025-10-17T21:54:02.168879
156,7,11,0.0023,0.0023,0.0377,0.9946,-0.1076,-0.8015,0.1694,0.2104,0.6497,0.0488,0.6496,0.0488,312,2025-10-17T21:54:02.190868
157,7,12,0.0023,0.0023,0.0379,0.9945,-0.1076,-0.8029,0.1701,0.2114,0.6543,0.0533,0.6541,0.0533,314,2025-10-17T21:54:02.211515
158,7,13,0.0023,0.0023,0.0380,0.9945,-0.1077,-0.8043,0.1708,0.2124,0.6588,0.0579,0.6587,0.0578,316,2025-10-17T21:54:02.234286
159,7,14,0.0023,0.0023,0.0382,0.9945,-0.1077,-0.8058,0.1715,0.2134,0.6634,0.0624,0.6633,0.0624,318,2025-10-17T21:54:02.255069
160,7,15,0.0023,0.0023,0.0384,0.9945,-0.1077,-0.8072,0.1722,0.2144,0.6680,0.0670,0.6679,0.0670,320,2025-10-17T21:54:02.277052
161,7,16,0.0023,0.0023,0.0386,0.9944,-0.1078,-0.8086,0.1728,0.2154,0.6726,0.0717,0.6725,0.0716,322,2025-10-17T21:54:02.299513
