step,day,hour,lai,leaf_area,canopy_height,canopy_width,ground_coverage,light_extinction_coefficient,sunlit_leaf_fraction,shaded_leaf_fraction,light_interception_efficiency,temperature_gradient,humidity_gradient,wind_speed_reduction,cumulative_light_interception,daily_light_interception,step_count,last_update
448,19,15,1.7780,0.2134,0.0895,0.4361,0.6559,0.7990,0.8384,0.1616,0.6473,0.7112,0.0000,0.3556,396.7250,18.6378,896,2025-10-17T21:51:38.941629
449,19,16,1.7850,0.2142,0.0896,0.4369,0.6573,0.7990,0.8385,0.1615,0.6485,0.7140,0.0000,0.3570,397.9824,19.8952,898,2025-10-17T21:51:38.961745
450,19,17,1.7918,0.2150,0.0897,0.4378,0.6587,0.7990,0.8379,0.1621,0.6496,0.7167,0.0000,0.3584,399.2419,21.1548,900,2025-10-17T21:51:38.981937
451,19,18,1.7987,0.2158,0.0898,0.4386,0.6601,0.7990,0.8374,0.1626,0.6507,0.7195,0.0000,0.3597,400.5037,22.4165,902,2025-10-17T21:51:39.001870
452,19,19,1.8055,0.2167,0.0898,0.4394,0.6615,0.7990,0.8369,0.1631,0.6518,0.7222,0.0000,0.3611,401.7675,23.6804,904,2025-10-17T21:51:39.021824
453,19,20,1.8122,0.2175,0.0899,0.4403,0.6629,0.7990,0.8363,0.1637,0.6529,0.7249,0.0000,0.3624,403.0335,24.9464,906,2025-10-17T21:51:39.041651
454,19,21,1.8189,0.2183,0.0900,0.4411,0.6642,0.7990,0.8351,0.1649,0.6540,0.7276,0.0000,0.3638,404.3016,26.2144,908,2025-10-17T21:51:39.061406
455,19,22,1.8242,0.2189,0.0900,0.4417,0.6653,0.7990,0.8354,0.1646,0.6548,0.7297,0.0000,0.3648,405.5715,27.4844,910,2025-10-17T21:51:39.081361
456,19,23,1.8280,0.2194,0.0900,0.4422,0.6661,0.7990,0.8351,0.1649,0.6554,0.7312,0.0000,0.3656,406.8429,28.7557,912,2025-10-17T21:51:39.100724
457,20,0,1.8318,0.2198,0.0901,0.4426,0.6668,0.7990,0.8348,0.1652,0.6560,0.7327,0.0000,0.3664,408.0574,0.0000,914,2025-10-17T21:51:39.120888
458,20,1,1.8355,0.2203,0.0902,0.4431,0.6676,0.7990,0.8345,0.1655,0.6566,0.7342,0.0000,0.3671,409.2729,1.2156,916,2025-10-17T21:51:39.141094
459,20,2,1.8392,0.2207,0.0903,0.4435,0.6683,0.7990,0.8342,0.1658,0.6572,0.7357,0.0000,0.3678,410.4896,2.4323,918,2025-10-17T21:51:39.161415
460,20,3,1.8429,0.2212,0.0904,0.4440,0.6690,0.7990,0.8339,0.1661,0.6578,0.7372,0.0000,0.3686,411.7074,3.6500,920,2025-10-17T21:51:39.181325
461,20,4,1.8466,0.2216,0.0905,0.4444,0.6698,0.7990,0.8336,0.1664,0.6583,0.7387,0.0000,0.3693,412.9262,4.8688,922,2025-10-17T21:51:39.200818
462,20,5,1.8503,0.2220,0.0906,0.4449,0.6705,0.7990,0.8333,0.1667,0.6589,0.7401,0.0000,0.3701,414.1461,6.0887,924,2025-10-17T21:51:39.220185
463,20,6,1.8540,0.2225,0.0907,0.4453,0.6712,0.7990,0.8330,0.1670,0.6595,0.7416,0.0000,0.3708,415.3670,7.3096,926,2025-10-17T21:51:39.241814
464,20,7,1.8576,0.2229,0.0908,0.4457,0.6719,0.7990,0.8327,0.1673,0.6600,0.7430,0.0000,0.3715,416.5890,8.5316,928,2025-10-17T21:51:39.261111
465,20,8,1.8612,0.2233,0.0908,0.4462,0.6726,0.7990,0.8325,0.1675,0.6606,0.7445,0.0000,0.3722,417.8120,9.7546,930,2025-10-17T21:51:39.280558
466,20,9,1.8648,0.2238,0.0909,0.4466,0.6734,0.7990,0.8322,0.1678,0.6611,0.7459,0.0000,0.3730,419.0360,10.9787,932,2025-10-17T21:51:39.300491
467,20,10,1.8688,0.2243,0.0909,0.4471,0.6741,0.7990,0.8319,0.1681,0.6617,0.7475,0.0000,0.3738,420.2611,12.2038,934,2025-10-17T21:51:39.319827
468,20,11,1.8723,0.2247,0.0910,0.4475,0.6748,0.7990,0.8316,0.1684,0.6623,0.7489,0.0000,0.3745,421.4873,13.4300,936,2025-10-17T21:51:39.339307
469,20,12,1.8759,0.2251,0.0910,0.4479,0.6755,0.7990,0.8313,0.1687,0.6628,0.7503,0.0000,0.3752,422.7145,14.6572,938,2025-10-17T21:51:39.358792
470,20,13,1.8794,0.2255,0.0911,0.4483,0.6762,0.7990,0.8310,0.1690,0.6634,0.7517,0.0000,0.3759,423.9427,15.8853,940,2025-10-17T21:51:39.378137
471,20,14,1.8829,0.2259,0.0912,0.4487,0.6769,0.7990,0.8301,0.1699,0.6639,0.7531,0.0000,0.3766,425.1719,17.1145,942,2025-10-17T21:51:39.398098
472,20,15,1.8863,0.2264,0.0913,0.4492,0.6775,0.7990,0.8305,0.1695,0.6644,0.7545,0.0000,0.3773,426.4020,18.3447,944,2025-10-17T21:51:39.417734
473,20,16,1.8898,0.2268,0.0915,0.4496,0.6782,0.7990,0.8302,0.1698,0.6649,0.7559,0.0000,0.3780,427.6331,19.5758,946,2025-10-17T21:51:39.436954
474,20,17,1.8932,0.2272,0.0915,0.4500,0.6789,0.7990,0.8292,0.1708,0.6655,0.7573,0.0000,0.3786,428.8652,20.8078,948,2025-10-17T21:51:39.456997
475,20,18,1.8967,0.2276,0.0916,0.4504,0.6795,0.7990,0.8297,0.1703,0.6660,0.7587,0.0000,0.3793,430.0982,22.0409,950,2025-10-17T21:51:39.477161
476,20,19,1.9001,0.2280,0.0917,0.4508,0.6802,0.7990,0.8294,0.1706,0.6665,0.7600,0.0000,0.3800,431.3322,23.2748,952,2025-10-17T21:51:39.497196
477,20,20,1.9034,0.2284,0.0917,0.4512,0.6808,0.7990,0.8291,0.1709,0.6670,0.7614,0.0000,0.3807,432.5671,24.5098,954,2025-10-17T21:51:39.516852
478,20,21,1.9068,0.2288,0.0918,0.4516,0.6815,0.7990,0.8289,0.1711,0.6675,0.7627,0.0000,0.3814,433.8030,25.7456,956,2025-10-17T21:51:39.536769
479,20,22,1.9102,0.2292,0.0918,0.4520,0.6821,0.7990,0.8286,0.1714,0.6680,0.7641,0.0000,0.3820,435.0397,26.9824,958,2025-10-17T21:51:39.556786
480,20,23,1.9135,0.2296,0.0919,0.4524,0.6828,0.7990,0.8284,0.1716,0.6685,0.7654,0.0000,0.3827,436.2774,28.2200,960,2025-10-17T21:51:39.575779
481,21,0,1.9167,0.2300,0.0919,0.4528,0.6834,0.7990,0.8281,0.1719,0.6689,0.7667,0.0000,0.3833,437.5222,0.0000,962,2025-10-17T21:51:39.595936
482,21,1,1.9198,0.2304,0.0920,0.4531,0.6840,0.7990,0.8279,0.1721,0.6694,0.7679,0.0000,0.3840,438.7679,1.2457,964,2025-10-17T21:51:39.615443
483,21,2,1.9230,0.2308,0.0922,0.4535,0.6846,0.7990,0.8269,0.1731,0.6699,0.7692,0.0000,0.3846,440.0144,2.4922,966,2025-10-17T21:51:39.634777
484,21,3,1.9261,0.2311,0.0923,0.4539,0.6852,0.7990,0.8274,0.1726,0.6703,0.7704,0.0000,0.3852,441.2618,3.7396,968,2025-10-17T21:51:39.654060
485,21,4,1.9292,0.2315,0.0924,0.4542,0.6857,0.7990,0.8264,0.1736,0.6708,0.7717,0.0000,0.3858,442.5101,4.9879,970,2025-10-17T21:51:39.673587
486,21,5,1.9323,0.2319,0.0925,0.4546,0.6863,0.7990,0.8269,0.1731,0.6712,0.7729,0.0000,0.3865,443.7591,6.2369,972,2025-10-17T21:51:39.692829
487,21,6,1.9354,0.2322,0.0926,0.4550,0.6869,0.7990,0.8259,0.1741,0.6717,0.7742,0.0000,0.3871,445.0091,7.4869,974,2025-10-17T21:51:39.712193
488,21,7,1.9385,0.2326,0.0927,0.4553,0.6875,0.7990,0.8264,0.1736,0.6721,0.7754,0.0000,0.3877,446.2598,8.7376,976,2025-10-17T21:51:39.732282
489,21,8,1.9415,0.2330,0.0927,0.4557,0.6881,0.7990,0.8262,0.1738,0.6726,0.7766,0.0000,0.3883,447.5114,9.9892,978,2025-10-17T21:51:39.752485
490,21,9,1.9446,0.2333,0.0928,0.4560,0.6886,0.7990,0.8252,0.1748,0.6730,0.7778,0.0000,0.3889,448.7638,11.2416,980,2025-10-17T21:51:39.772615
491,21,10,1.9476,0.2337,0.0929,0.4564,0.6892,0.7990,0.8257,0.1743,0.6734,0.7790,0.0000,0.3895,450.0170,12.4948,982,2025-10-17T21:51:39.792419
492,21,11,1.9506,0.2341,0.0929,0.4568,0.6897,0.7990,0.8255,0.1745,0.6739,0.7802,0.0000,0.3901,451.2711,13.7489,984,2025-10-17T21:51:39.811809
493,21,12,1.9536,0.2344,0.0929,0.4571,0.6903,0.7990,0.8252,0.1748,0.6743,0.7814,0.0000,0.3907,452.5259,15.0037,986,2025-10-17T21:51:39.831609
494,21,13,1.9566,0.2348,0.0930,0.4574,0.6909,0.7990,0.8250,0.1750,0.6747,0.7826,0.0000,0.3913,453.7815,16.2593,988,2025-10-17T21:51:39.851708
495,21,14,1.9615,0.2354,0.0932,0.4580,0.6918,0.7990,0.8246,0.1754,0.6754,0.7846,0.0000,0.3923,455.0382,17.5160,990,2025-10-17T21:51:39.871336
496,21,15,1.9683,0.2362,0.0933,0.4588,0.6930,0.7990,0.8234,0.1766,0.6764,0.7873,0.0000,0.3937,456.2964,18.7742,992,2025-10-17T21:51:39.891027
497,21,16,1.9752,0.2370,0.0934,0.4596,0.6943,0.7990,0.8236,0.1764,0.6774,0.7901,0.0000,0.3950,457.5564,20.0342,994,2025-10-17T21:51:39.910798
498,21,17,1.9819,0.2378,0.0935,0.4604,0.6955,0.7990,0.8230,0.1770,0.6783,0.7928,0.0000,0.3964,458.8182,21.2960,996,2025-10-17T21:51:39.931067
499,21,18,1.9887,0.2386,0.0936,0.4612,0.6968,0.7990,0.8225,0.1775,0.6793,0.7955,0.0000,0.3977,460.0818,22.5596,998,2025-10-17T21:51:39.950631
500,21,19,1.9954,0.2394,0.0937,0.4620,0.6980,0.7990,0.8220,0.1780,0.6802,0.7982,0.0000,0.3991,461.3471,23.8249,1000,2025-10-17T21:51:39.970306
501,21,20,2.0021,0.2403,0.0937,0.4627,0.6992,0.7990,0.8207,0.1793,0.6811,0.8008,0.0000,0.4004,462.6141,25.0919,1002,2025-10-17T21:51:39.989788
502,21,21,2.0087,0.2410,0.0938,0.4635,0.7004,0.7990,0.8210,0.1790,0.6820,0.8035,0.0000,0.4017,463.8829,26.3607,1004,2025-10-17T21:51:40.009788
503,21,22,2.0153,0.2418,0.0939,0.4643,0.7016,0.7990,0.8205,0.1795,0.6829,0.8061,0.0000,0.4031,465.1533,27.6311,1006,2025-10-17T21:51:40.028613
504,21,23,2.0219,0.2426,0.0939,0.4650,0.7027,0.7990,0.8200,0.1800,0.6838,0.8088,0.0000,0.4044,466.4254,28.9032,1008,2025-10-17T21:51:40.047619
505,22,0,2.0285,0.2434,0.0939,0.4658,0.7039,0.7990,0.8195,0.1805,0.6847,0.8114,0.0000,0.4057,467.5231,0.0000,1010,2025-10-17T21:51:40.067102
506,22,1,2.0351,0.2442,0.0940,0.4665,0.7051,0.7990,0.8189,0.1811,0.6856,0.8140,0.0000,0.4070,468.6222,1.0991,1012,2025-10-17T21:51:40.086122
507,22,2,2.0416,0.2450,0.0941,0.4673,0.7062,0.7990,0.8184,0.1816,0.6865,0.8166,0.0000,0.4083,469.7227,2.1996,1014,2025-10-17T21:51:40.105272
508,22,3,2.0467,0.2456,0.0942,0.4679,0.7071,0.7990,0.8181,0.1819,0.6871,0.8187,0.0000,0.4093,470.8245,3.3014,1016,2025-10-17T21:51:40.124318
509,22,4,2.0504,0.2460,0.0943,0.4683,0.7078,0.7990,0.8178,0.1822,0.6876,0.8201,0.0000,0.4101,471.9272,4.4041,1018,2025-10-17T21:51:40.143034
510,22,5,2.0540,0.2465,0.0943,0.4687,0.7084,0.7990,0.8175,0.1825,0.6881,0.8216,0.0000,0.4108,473.0307,5.5075,1020,2025-10-17T21:51:40.162267
511,22,6,2.0577,0.2469,0.0944,0.4691,0.7090,0.7990,0.8172,0.1828,0.6886,0.8231,0.0000,0.4115,474.1349,6.6118,1022,2025-10-17T21:51:40.181129
512,22,7,2.0613,0.2474,0.0945,0.4695,0.7097,0.7990,0.8169,0.1831,0.6891,0.8245,0.0000,0.4123,475.2399,7.7168,1024,2025-10-17T21:51:40.200048
513,22,8,2.0649,0.2478,0.0945,0.4699,0.7103,0.7990,0.8167,0.1833,0.6895,0.8260,0.0000,0.4130,476.3457,8.8226,1026,2025-10-17T21:51:40.218886
514,22,9,2.0685,0.2482,0.0945,0.4703,0.7109,0.7990,0.8156,0.1844,0.6900,0.8274,0.0000,0.4137,477.4522,9.9291,1028,2025-10-17T21:51:40.237811
515,22,10,2.0720,0.2486,0.0946,0.4708,0.7115,0.7990,0.8161,0.1839,0.6905,0.8288,0.0000,0.4144,478.5595,11.0364,1030,2025-10-17T21:51:40.256413
516,22,11,2.0756,0.2491,0.0946,0.4712,0.7122,0.7990,0.8158,0.1842,0.6909,0.8302,0.0000,0.4151,479.6675,12.1444,1032,2025-10-17T21:51:40.275140
517,22,12,2.0791,0.2495,0.0946,0.4716,0.7128,0.7990,0.8156,0.1844,0.6914,0.8316,0.0000,0.4158,480.7763,13.2531,1034,2025-10-17T21:51:40.293661
518,22,13,2.0826,0.2499,0.0947,0.4720,0.7134,0.7990,0.8145,0.1855,0.6919,0.8330,0.0000,0.4165,481.8857,14.3626,1036,2025-10-17T21:51:40.312201
519,22,14,2.0865,0.2504,0.0948,0.4724,0.7140,0.7990,0.8150,0.1850,0.6924,0.8346,0.0000,0.4173,482.9960,15.4729,1038,2025-10-17T21:51:40.330959
520,22,15,2.0900,0.2508,0.0949,0.4728,0.7146,0.7990,0.8147,0.1853,0.6928,0.8360,0.0000,0.4180,484.1070,16.5839,1040,2025-10-17T21:51:40.349524
521,22,16,2.0934,0.2512,0.0950,0.4732,0.7152,0.7990,0.8145,0.1855,0.6932,0.8374,0.0000,0.4187,485.2187,17.6956,1042,2025-10-17T21:51:40.368186
522,22,17,2.0969,0.2516,0.0950,0.4736,0.7158,0.7990,0.8142,0.1858,0.6937,0.8387,0.0000,0.4194,486.3312,18.8081,1044,2025-10-17T21:51:40.386699
523,22,18,2.1003,0.2520,0.0951,0.4740,0.7164,0.7990,0.8132,0.1868,0.6941,0.8401,0.0000,0.4201,487.4443,19.9212,1046,2025-10-17T21:51:40.405387
524,22,19,2.1037,0.2524,0.0951,0.4743,0.7170,0.7990,0.8137,0.1863,0.6946,0.8415,0.0000,0.4207,488.5581,21.0350,1048,2025-10-17T21:51:40.423856
525,22,20,2.1071,0.2528,0.0952,0.4747,0.7175,0.7990,0.8134,0.1866,0.6950,0.8428,0.0000,0.4214,489.6727,22.1496,1050,2025-10-17T21:51:40.442315
526,22,21,2.1104,0.2533,0.0952,0.4751,0.7181,0.7990,0.8132,0.1868,0.6954,0.8442,0.0000,0.4221,490.7879,23.2648,1052,2025-10-17T21:51:40.460668
527,22,22,2.1138,0.2537,0.0953,0.4755,0.7187,0.7990,0.8129,0.1871,0.6958,0.8455,0.0000,0.4228,491.9038,24.3806,1054,2025-10-17T21:51:40.479205
528,22,23,2.1171,0.2541,0.0953,0.4758,0.7192,0.7990,0.8127,0.1873,0.6962,0.8468,0.0000,0.4234,493.0203,25.4972,1056,2025-10-17T21:51:40.498274
529,23,0,2.1205,0.2545,0.0953,0.4762,0.7198,0.7990,0.8116,0.1884,0.6967,0.8482,0.0000,0.4241,494.2786,0.0000,1058,2025-10-17T21:51:40.516930
530,23,1,2.1238,0.2549,0.0954,0.4766,0.7204,0.7990,0.8114,0.1886,0.6971,0.8495,0.0000,0.4248,495.5377,1.2591,1060,2025-10-17T21:51:40.535270
531,23,2,2.1271,0.2553,0.0955,0.4770,0.7209,0.7990,0.8111,0.1889,0.6975,0.8508,0.0000,0.4254,496.7975,2.5189,1062,2025-10-17T21:51:40.553624
532,23,3,2.1304,0.2556,0.0956,0.4773,0.7215,0.7990,0.8117,0.1883,0.6979,0.8522,0.0000,0.4261,498.0581,3.7795,1064,2025-10-17T21:51:40.572217
533,23,4,2.1337,0.2560,0.0957,0.4777,0.7220,0.7990,0.8114,0.1886,0.6983,0.8535,0.0000,0.4267,499.3194,5.0408,1066,2025-10-17T21:51:40.590723
534,23,5,2.1369,0.2564,0.0958,0.4781,0.7226,0.7990,0.8112,0.1888,0.6987,0.8548,0.0000,0.4274,500.5815,6.3028,1068,2025-10-17T21:51:40.609768
535,23,6,2.1402,0.2568,0.0959,0.4784,0.7231,0.7990,0.8109,0.1891,0.6991,0.8561,0.0000,0.4280,501.8442,7.5656,1070,2025-10-17T21:51:40.628591
536,23,7,2.1434,0.2572,0.0960,0.4788,0.7236,0.7990,0.8107,0.1893,0.6995,0.8574,0.0000,0.4287,503.1077,8.8291,1072,2025-10-17T21:51:40.647219
537,23,8,2.1466,0.2576,0.0960,0.4792,0.7242,0.7990,0.8105,0.1895,0.6999,0.8586,0.0000,0.4293,504.3719,10.0933,1074,2025-10-17T21:51:40.665867
538,23,9,2.1498,0.2580,0.0961,0.4795,0.7247,0.7990,0.8102,0.1898,0.7003,0.8599,0.0000,0.4300,505.6368,11.3582,1076,2025-10-17T21:51:40.684223
539,23,10,2.1530,0.2584,0.0961,0.4799,0.7252,0.7990,0.8100,0.1900,0.7007,0.8612,0.0000,0.4306,506.9024,12.6238,1078,2025-10-17T21:51:40.703151
540,23,11,2.1561,0.2587,0.0962,0.4802,0.7257,0.7990,0.8097,0.1903,0.7011,0.8625,0.0000,0.4312,508.1687,13.8901,1080,2025-10-17T21:51:40.721984
541,23,12,2.1593,0.2591,0.0962,0.4806,0.7263,0.7990,0.8095,0.1905,0.7015,0.8637,0.0000,0.4319,509.4358,15.1571,1082,2025-10-17T21:51:40.740626
542,23,13,2.1624,0.2595,0.0963,0.4809,0.7268,0.7990,0.8093,0.1907,0.7018,0.8650,0.0000,0.4325,510.7035,16.4248,1084,2025-10-17T21:51:40.759375
543,23,14,2.1655,0.2599,0.0964,0.4813,0.7273,0.7990,0.8082,0.1918,0.7022,0.8662,0.0000,0.4331,511.9718,17.6932,1086,2025-10-17T21:51:40.778604
544,23,15,2.1686,0.2602,0.0965,0.4816,0.7278,0.7990,0.8088,0.1912,0.7026,0.8674,0.0000,0.4337,513.2409,18.9622,1088,2025-10-17T21:51:40.797577
545,23,16,2.1717,0.2606,0.0966,0.4819,0.7283,0.7990,0.8086,0.1914,0.7030,0.8687,0.0000,0.4343,514.5106,20.2320,1090,2025-10-17T21:51:40.816989
546,23,17,2.1748,0.2610,0.0967,0.4823,0.7288,0.7990,0.8083,0.1917,0.7033,0.8699,0.0000,0.4350,515.7810,21.5024,1092,2025-10-17T21:51:40.836602
547,23,18,2.1778,0.2613,0.0968,0.4826,0.7293,0.7990,0.8073,0.1927,0.7037,0.8711,0.0000,0.4356,517.0521,22.7734,1094,2025-10-17T21:51:40.856413
548,23,19,2.1848,0.2622,0.0968,0.4834,0.7304,0.7990,0.8076,0.1924,0.7045,0.8739,0.0000,0.4370,518.3242,24.0456,1096,2025-10-17T21:51:40.876244
549,23,20,2.1918,0.2630,0.0969,0.4842,0.7315,0.7990,0.8070,0.1930,0.7054,0.8767,0.0000,0.4384,519.5979,25.3192,1098,2025-10-17T21:51:40.895709
550,23,21,2.1988,0.2639,0.0969,0.4849,0.7327,0.7990,0.8065,0.1935,0.7062,0.8795,0.0000,0.4398,520.8730,26.5944,1100,2025-10-17T21:51:40.915513
551,23,22,2.2057,0.2647,0.0970,0.4857,0.7338,0.7990,0.8060,0.1940,0.7070,0.8823,0.0000,0.4411,522.1496,27.8710,1102,2025-10-17T21:51:40.935219
552,23,23,2.2126,0.2655,0.0970,0.4865,0.7349,0.7990,0.8055,0.1945,0.7078,0.8850,0.0000,0.4425,523.4277,29.1491,1104,2025-10-17T21:51:40.955463
553,24,0,2.2194,0.2663,0.0970,0.4872,0.7360,0.7990,0.8050,0.1950,0.7086,0.8878,0.0000,0.4439,524.6840,0.0000,1106,2025-10-17T21:51:40.974995
554,24,1,2.2262,0.2671,0.0971,0.4880,0.7370,0.7990,0.8045,0.1955,0.7094,0.8905,0.0000,0.4452,525.9417,1.2577,1108,2025-10-17T21:51:40.994295
555,24,2,2.2330,0.2680,0.0972,0.4887,0.7381,0.7990,0.8040,0.1960,0.7102,0.8932,0.0000,0.4466,527.2007,2.5167,1110,2025-10-17T21:51:41.014111
556,24,3,2.2398,0.2688,0.0973,0.4894,0.7392,0.7990,0.8026,0.1974,0.7109,0.8959,0.0000,0.4480,528.4612,3.7772,1112,2025-10-17T21:51:41.032947
557,24,4,2.2465,0.2696,0.0974,0.4902,0.7402,0.7990,0.8030,0.1970,0.7117,0.8986,0.0000,0.4493,529.7230,5.0390,1114,2025-10-17T21:51:41.051952
558,24,5,2.2532,0.2704,0.0975,0.4909,0.7413,0.7990,0.8025,0.1975,0.7125,0.9013,0.0000,0.4506,530.9861,6.3021,1116,2025-10-17T21:51:41.070923
559,24,6,2.2598,0.2712,0.0976,0.4916,0.7423,0.7990,0.8020,0.1980,0.7132,0.9039,0.0000,0.4520,532.2506,7.5666,1118,2025-10-17T21:51:41.090257
560,24,7,2.2664,0.2720,0.0977,0.4923,0.7433,0.7990,0.8015,0.1985,0.7139,0.9066,0.0000,0.4533,533.5164,8.8324,1120,2025-10-17T21:51:41.109422
561,24,8,2.2730,0.2728,0.0977,0.4931,0.7443,0.7990,0.8010,0.1990,0.7147,0.9092,0.0000,0.4546,534.7835,10.0995,1122,2025-10-17T21:51:41.128481
562,24,9,2.2767,0.2732,0.0978,0.4935,0.7449,0.7990,0.8007,0.1993,0.7151,0.9107,0.0000,0.4553,536.0516,11.3676,1124,2025-10-17T21:51:41.148196
563,24,10,2.2804,0.2737,0.0978,0.4939,0.7454,0.7990,0.8004,0.1996,0.7155,0.9122,0.0000,0.4561,537.3205,12.6365,1126,2025-10-17T21:51:41.168042
564,24,11,2.2841,0.2741,0.0978,0.4943,0.7460,0.7990,0.8002,0.1998,0.7159,0.9136,0.0000,0.4568,538.5900,13.9060,1128,2025-10-17T21:51:41.187395
565,24,12,2.2878,0.2745,0.0979,0.4947,0.7466,0.7990,0.7999,0.2001,0.7163,0.9151,0.0000,0.4576,539.8603,15.1763,1130,2025-10-17T21:51:41.206801
566,24,13,2.2914,0.2750,0.0980,0.4950,0.7471,0.7990,0.7996,0.2004,0.7167,0.9166,0.0000,0.4583,541.1313,16.4473,1132,2025-10-17T21:51:41.225914
567,24,14,2.2950,0.2754,0.0981,0.4954,0.7477,0.7990,0.7994,0.2006,0.7171,0.9180,0.0000,0.4590,542.4030,17.7190,1134,2025-10-17T21:51:41.244880
568,24,15,2.2986,0.2758,0.0982,0.4958,0.7482,0.7990,0.7991,0.2009,0.7175,0.9195,0.0000,0.4597,543.6754,18.9914,1136,2025-10-17T21:51:41.264398
569,24,16,2.3022,0.2763,0.0983,0.4962,0.7488,0.7990,0.7988,0.2012,0.7179,0.9209,0.0000,0.4604,544.9485,20.2645,1138,2025-10-17T21:51:41.284251
570,24,17,2.3058,0.2767,0.0984,0.4966,0.7493,0.7990,0.7977,0.2023,0.7183,0.9223,0.0000,0.4612,546.2223,21.5383,1140,2025-10-17T21:51:41.303916
571,24,18,2.3098,0.2772,0.0984,0.4970,0.7499,0.7990,0.7983,0.2017,0.7187,0.9239,0.0000,0.4620,547.4968,22.8128,1142,2025-10-17T21:51:41.323087
572,24,19,2.3133,0.2776,0.0985,0.4974,0.7504,0.7990,0.7971,0.2029,0.7191,0.9253,0.0000,0.4627,548.7721,24.0881,1144,2025-10-17T21:51:41.342376
573,24,20,2.3168,0.2780,0.0985,0.4978,0.7509,0.7990,0.7977,0.2023,0.7195,0.9267,0.0000,0.4634,550.0480,25.3640,1146,2025-10-17T21:51:41.361279
574,24,21,2.3203,0.2784,0.0986,0.4982,0.7515,0.7990,0.7975,0.2025,0.7198,0.9281,0.0000,0.4641,551.3245,26.6405,1148,2025-10-17T21:51:41.380333
575,24,22,2.3238,0.2789,0.0986,0.4985,0.7520,0.7990,0.7964,0.2036,0.7202,0.9295,0.0000,0.4648,552.6017,27.9177,1150,2025-10-17T21:51:41.399130
576,24,23,2.3272,0.2793,0.0987,0.4989,0.7525,0.7990,0.7970,0.2030,0.7206,0.9309,0.0000,0.4654,553.8796,29.1956,1152,2025-10-17T21:51:41.418118
577,25,0,2.3307,0.2797,0.0987,0.4993,0.7530,0.7990,0.7967,0.2033,0.7209,0.9323,0.0000,0.4661,555.1518,0.0000,1154,2025-10-17T21:51:41.437447
578,25,1,2.3342,0.2801,0.0988,0.4996,0.7535,0.7990,0.7956,0.2044,0.7213,0.9337,0.0000,0.4668,556.4247,1.2729,1156,2025-10-17T21:51:41.456292
579,25,2,2.3376,0.2805,0.0989,0.5000,0.7540,0.7990,0.7962,0.2038,0.7217,0.9350,0.0000,0.4675,557.6982,2.5464,1158,2025-10-17T21:51:41.474928
580,25,3,2.3410,0.2809,0.0990,0.5004,0.7545,0.7990,0.7951,0.2049,0.7220,0.9364,0.0000,0.4682,558.9724,3.8205,1160,2025-10-17T21:51:41.493853
581,25,4,2.3443,0.2813,0.0990,0.5007,0.7550,0.7990,0.7957,0.2043,0.7224,0.9377,0.0000,0.4689,560.2471,5.0953,1162,2025-10-17T21:51:41.512892
582,25,5,2.3477,0.2817,0.0991,0.5011,0.7555,0.7990,0.7955,0.2045,0.7227,0.9391,0.0000,0.4695,561.5225,6.3707,1164,2025-10-17T21:51:41.532077
583,25,6,2.3511,0.2821,0.0992,0.5014,0.7560,0.7990,0.7952,0.2048,0.7231,0.9404,0.0000,0.4702,562.7985,7.6467,1166,2025-10-17T21:51:41.551064
584,25,7,2.3544,0.2825,0.0992,0.5018,0.7565,0.7990,0.7950,0.2050,0.7234,0.9418,0.0000,0.4709,564.0752,8.9233,1168,2025-10-17T21:51:41.570359
585,25,8,2.3577,0.2829,0.0993,0.5022,0.7570,0.7990,0.7938,0.2062,0.7238,0.9431,0.0000,0.4715,565.3524,10.2006,1170,2025-10-17T21:51:41.589939
586,25,9,2.3610,0.2833,0.0993,0.5025,0.7575,0.7990,0.7945,0.2055,0.7241,0.9444,0.0000,0.4722,566.6302,11.4784,1172,2025-10-17T21:51:41.609726
587,25,10,2.3643,0.2837,0.0994,0.5029,0.7579,0.7990,0.7943,0.2057,0.7244,0.9457,0.0000,0.4729,567.9087,12.7568,1174,2025-10-17T21:51:41.630367
588,25,11,2.3675,0.2841,0.0994,0.5032,0.7584,0.7990,0.7940,0.2060,0.7248,0.9470,0.0000,0.4735,569.1877,14.0359,1176,2025-10-17T21:51:41.649639
589,25,12,2.3708,0.2845,0.0994,0.5035,0.7589,0.7990,0.7938,0.2062,0.7251,0.9483,0.0000,0.4742,570.4674,15.3155,1178,2025-10-17T21:51:41.669163
590,25,13,2.3740,0.2849,0.0995,0.5039,0.7593,0.7990,0.7935,0.2065,0.7254,0.9496,0.0000,0.4748,571.7476,16.5957,1180,2025-10-17T21:51:41.688374
591,25,14,2.3772,0.2853,0.0996,0.5042,0.7598,0.7990,0.7933,0.2067,0.7258,0.9509,0.0000,0.4754,573.0284,17.8765,1182,2025-10-17T21:51:41.707715
592,25,15,2.3804,0.2856,0.0997,0.5046,0.7603,0.7990,0.7931,0.2069,0.7261,0.9521,0.0000,0.4761,574.3097,19.1579,1184,2025-10-17T21:51:41.727074
593,25,16,2.3835,0.2860,0.0997,0.5049,0.7607,0.7990,0.7928,0.2072,0.7264,0.9534,0.0000,0.4767,575.5917,20.4398,1186,2025-10-17T21:51:41.746352
