step,day,hour,temperature_stress,water_stress,nutrient_stress,light_stress,ph_stress,salinity_stress,integrated_stress,stress_severity,acclimation_level,damage_level,cumulative_stress,daily_stress,step_count,last_update
649,28,0,0.0455,0.0207,0.3895,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4669200.0000,0.0000,1298,2025-10-17T21:54:12.571465
650,28,1,0.0455,0.0208,0.3896,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4676400.0000,7200.0000,1300,2025-10-17T21:54:12.590570
651,28,2,0.0455,0.0208,0.3896,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4683600.0000,14400.0000,1302,2025-10-17T21:54:12.610300
652,28,3,0.0455,0.0208,0.3896,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4690800.0000,21600.0000,1304,2025-10-17T21:54:12.630323
653,28,4,0.0455,0.0208,0.3897,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4698000.0000,28800.0000,1306,2025-10-17T21:54:12.650668
654,28,5,0.0455,0.0209,0.3897,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4705200.0000,36000.0000,1308,2025-10-17T21:54:12.671352
655,28,6,0.0455,0.0209,0.3897,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4712400.0000,43200.0000,1310,2025-10-17T21:54:12.691622
656,28,7,0.0455,0.0210,0.3898,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4719600.0000,50400.0000,1312,2025-10-17T21:54:12.711396
657,28,8,0.0455,0.0210,0.3898,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4726800.0000,57600.0000,1314,2025-10-17T21:54:12.731054
658,28,9,0.0455,0.0211,0.3898,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4734000.0000,64800.0000,1316,2025-10-17T21:54:12.748141
659,28,10,0.0455,0.0211,0.3899,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4741200.0000,72000.0000,1318,2025-10-17T21:54:12.765105
660,28,11,0.0455,0.0212,0.3899,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4748400.0000,79200.0000,1320,2025-10-17T21:54:12.781940
661,28,12,0.0455,0.0212,0.3899,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4755600.0000,86400.0000,1322,2025-10-17T21:54:12.798779
662,28,13,0.0455,0.0213,0.3900,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4762800.0000,93600.0000,1324,2025-10-17T21:54:12.815522
663,28,14,0.0455,0.0213,0.3900,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4770000.0000,100800.0000,1326,2025-10-17T21:54:12.832225
664,28,15,0.0455,0.0214,0.3901,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4777200.0000,108000.0000,1328,2025-10-17T21:54:12.849075
665,28,16,0.0455,0.0214,0.3901,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4784400.0000,115200.0000,1330,2025-10-17T21:54:12.865899
666,28,17,0.0455,0.0215,0.3901,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4791600.0000,122400.0000,1332,2025-10-17T21:54:12.883537
667,28,18,0.0455,0.0216,0.3902,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4798800.0000,129600.0000,1334,2025-10-17T21:54:12.904233
668,28,19,0.0455,0.0216,0.3902,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4806000.0000,136800.0000,1336,2025-10-17T21:54:12.926739
669,28,20,0.0455,0.0216,0.3902,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4813200.0000,144000.0000,1338,2025-10-17T21:54:12.947068
670,28,21,0.0455,0.0217,0.3903,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4820400.0000,151200.0000,1340,2025-10-17T21:54:12.968227
671,28,22,0.0455,0.0217,0.3903,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4827600.0000,158400.0000,1342,2025-10-17T21:54:12.989367
672,28,23,0.0455,0.0217,0.3904,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4834800.0000,165600.0000,1344,2025-10-17T21:54:13.010199
673,29,0,0.0364,0.0203,0.3904,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4842000.0000,0.0000,1346,2025-10-17T21:54:13.030488
674,29,1,0.0364,0.0305,0.3904,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4849200.0000,7200.0000,1348,2025-10-17T21:54:13.050593
675,29,2,0.0364,0.0305,0.3905,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4856400.0000,14400.0000,1350,2025-10-17T21:54:13.073841
676,29,3,0.0364,0.0306,0.3905,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4863600.0000,21600.0000,1352,2025-10-17T21:54:13.092714
677,29,4,0.0364,0.0306,0.3905,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4870800.0000,28800.0000,1354,2025-10-17T21:54:13.112238
678,29,5,0.0364,0.0307,0.3906,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4878000.0000,36000.0000,1356,2025-10-17T21:54:13.129344
679,29,6,0.0364,0.0307,0.3906,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4885200.0000,43200.0000,1358,2025-10-17T21:54:13.146114
680,29,7,0.0364,0.0307,0.3906,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4892400.0000,50400.0000,1360,2025-10-17T21:54:13.162791
681,29,8,0.0364,0.0308,0.3907,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4899600.0000,57600.0000,1362,2025-10-17T21:54:13.179487
682,29,9,0.0364,0.0308,0.3907,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4906800.0000,64800.0000,1364,2025-10-17T21:54:13.196459
683,29,10,0.0364,0.0309,0.3908,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4914000.0000,72000.0000,1366,2025-10-17T21:54:13.213234
684,29,11,0.0364,0.0309,0.3908,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4921200.0000,79200.0000,1368,2025-10-17T21:54:13.230096
685,29,12,0.0364,0.0309,0.3908,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4928400.0000,86400.0000,1370,2025-10-17T21:54:13.247726
686,29,13,0.0364,0.0310,0.3909,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4935600.0000,93600.0000,1372,2025-10-17T21:54:13.265334
687,29,14,0.0364,0.0310,0.3909,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4942800.0000,100800.0000,1374,2025-10-17T21:54:13.292878
688,29,15,0.0364,0.0311,0.3909,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4950000.0000,108000.0000,1376,2025-10-17T21:54:13.315899
689,29,16,0.0364,0.0311,0.3910,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4957200.0000,115200.0000,1378,2025-10-17T21:54:13.338808
690,29,17,0.0364,0.0311,0.3910,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4964400.0000,122400.0000,1380,2025-10-17T21:54:13.360357
691,29,18,0.0364,0.0312,0.3911,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4971600.0000,129600.0000,1382,2025-10-17T21:54:13.381574
692,29,19,0.0364,0.0312,0.3911,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4978800.0000,136800.0000,1384,2025-10-17T21:54:13.403932
693,29,20,0.0364,0.0312,0.3911,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4986000.0000,144000.0000,1386,2025-10-17T21:54:13.424858
694,29,21,0.0364,0.0313,0.3912,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,4993200.0000,151200.0000,1388,2025-10-17T21:54:13.444718
695,29,22,0.0364,0.0313,0.3912,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5000400.0000,158400.0000,1390,2025-10-17T21:54:13.464307
696,29,23,0.0364,0.0313,0.3912,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5007600.0000,165600.0000,1392,2025-10-17T21:54:13.483627
697,30,0,0.0000,0.0271,0.3913,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5014800.0000,0.0000,1394,2025-10-17T21:54:13.500646
698,30,1,0.0000,0.0271,0.3913,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5022000.0000,7200.0000,1396,2025-10-17T21:54:13.517310
699,30,2,0.0000,0.0271,0.3913,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5029200.0000,14400.0000,1398,2025-10-17T21:54:13.534328
700,30,3,0.0000,0.0271,0.3914,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5036400.0000,21600.0000,1400,2025-10-17T21:54:13.551036
701,30,4,0.0000,0.0272,0.3914,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5043600.0000,28800.0000,1402,2025-10-17T21:54:13.567511
702,30,5,0.0000,0.0272,0.3914,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5050800.0000,36000.0000,1404,2025-10-17T21:54:13.584337
703,30,6,0.0000,0.0272,0.3915,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5058000.0000,43200.0000,1406,2025-10-17T21:54:13.601263
704,30,7,0.0000,0.0273,0.3915,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5065200.0000,50400.0000,1408,2025-10-17T21:54:13.621189
705,30,8,0.0000,0.0273,0.3915,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5072400.0000,57600.0000,1410,2025-10-17T21:54:13.645636
706,30,9,0.0000,0.0273,0.3915,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5079600.0000,64800.0000,1412,2025-10-17T21:54:13.667812
707,30,10,0.0000,0.0273,0.3916,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5086800.0000,72000.0000,1414,2025-10-17T21:54:13.689889
708,30,11,0.0000,0.0274,0.3916,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5094000.0000,79200.0000,1416,2025-10-17T21:54:13.711226
709,30,12,0.0000,0.0274,0.3916,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5101200.0000,86400.0000,1418,2025-10-17T21:54:13.731796
710,30,13,0.0000,0.0274,0.3917,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5108400.0000,93600.0000,1420,2025-10-17T21:54:13.752554
711,30,14,0.0000,0.0275,0.3917,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5115600.0000,100800.0000,1422,2025-10-17T21:54:13.773810
712,30,15,0.0000,0.0276,0.3917,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5122800.0000,108000.0000,1424,2025-10-17T21:54:13.793623
713,30,16,0.0000,0.0276,0.3918,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5130000.0000,115200.0000,1426,2025-10-17T21:54:13.813473
714,30,17,0.0000,0.0277,0.3918,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5137200.0000,122400.0000,1428,2025-10-17T21:54:13.832436
715,30,18,0.0000,0.0277,0.3918,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5144400.0000,129600.0000,1430,2025-10-17T21:54:13.851507
716,30,19,0.0000,0.0278,0.3919,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5151600.0000,136800.0000,1432,2025-10-17T21:54:13.870506
717,30,20,0.0000,0.0279,0.3919,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5158800.0000,144000.0000,1434,2025-10-17T21:54:13.889959
718,30,21,0.0000,0.0279,0.3919,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5166000.0000,151200.0000,1436,2025-10-17T21:54:13.908866
719,30,22,0.0000,0.0280,0.3919,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5173200.0000,158400.0000,1438,2025-10-17T21:54:13.928110
720,30,23,0.0000,0.0281,0.3920,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5180400.0000,165600.0000,1440,2025-10-17T21:54:13.947220
721,31,0,0.0000,0.0245,0.3920,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5187600.0000,0.0000,1442,2025-10-17T21:54:13.966515
722,31,1,0.0000,0.0245,0.3920,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5194800.0000,7200.0000,1444,2025-10-17T21:54:13.985519
723,31,2,0.0000,0.0245,0.3921,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5202000.0000,14400.0000,1446,2025-10-17T21:54:14.004928
724,31,3,0.0000,0.0246,0.3921,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5209200.0000,21600.0000,1448,2025-10-17T21:54:14.024398
725,31,4,0.0000,0.0246,0.3921,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5216400.0000,28800.0000,1450,2025-10-17T21:54:14.044198
726,31,5,0.0000,0.0246,0.3922,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5223600.0000,36000.0000,1452,2025-10-17T21:54:14.063859
727,31,6,0.0000,0.0247,0.3922,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5230800.0000,43200.0000,1454,2025-10-17T21:54:14.084008
728,31,7,0.0000,0.0247,0.3922,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5238000.0000,50400.0000,1456,2025-10-17T21:54:14.104530
729,31,8,0.0000,0.0247,0.3923,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5245200.0000,57600.0000,1458,2025-10-17T21:54:14.125944
730,31,9,0.0000,0.0248,0.3923,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5252400.0000,64800.0000,1460,2025-10-17T21:54:14.146581
731,31,10,0.0000,0.0248,0.3924,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5259600.0000,72000.0000,1462,2025-10-17T21:54:14.167282
732,31,11,0.0000,0.0248,0.3924,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5266800.0000,79200.0000,1464,2025-10-17T21:54:14.187946
733,31,12,0.0000,0.0248,0.3924,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5274000.0000,86400.0000,1466,2025-10-17T21:54:14.208451
734,31,13,0.0000,0.0249,0.3925,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5281200.0000,93600.0000,1468,2025-10-17T21:54:14.228216
735,31,14,0.0000,0.0249,0.3925,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5288400.0000,100800.0000,1470,2025-10-17T21:54:14.248050
736,31,15,0.0000,0.0249,0.3925,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5295600.0000,108000.0000,1472,2025-10-17T21:54:14.267092
737,31,16,0.0000,0.0250,0.3926,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5302800.0000,115200.0000,1474,2025-10-17T21:54:14.286562
738,31,17,0.0000,0.0250,0.3926,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5310000.0000,122400.0000,1476,2025-10-17T21:54:14.305401
739,31,18,0.0000,0.0250,0.3926,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5317200.0000,129600.0000,1478,2025-10-17T21:54:14.324409
740,31,19,0.0000,0.0250,0.3927,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5324400.0000,136800.0000,1480,2025-10-17T21:54:14.343432
741,31,20,0.0000,0.0250,0.3927,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5331600.0000,144000.0000,1482,2025-10-17T21:54:14.362244
742,31,21,0.0000,0.0250,0.3927,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5338800.0000,151200.0000,1484,2025-10-17T21:54:14.381275
743,31,22,0.0000,0.0250,0.3928,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5346000.0000,158400.0000,1486,2025-10-17T21:54:14.399922
744,31,23,0.0000,0.0250,0.3928,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5353200.0000,165600.0000,1488,2025-10-17T21:54:14.418847
745,32,0,0.0091,0.0299,0.3928,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5360400.0000,0.0000,1490,2025-10-17T21:54:14.438981
746,32,1,0.0091,0.0299,0.3929,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5367600.0000,7200.0000,1492,2025-10-17T21:54:14.459266
747,32,2,0.0091,0.0299,0.3929,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5374800.0000,14400.0000,1494,2025-10-17T21:54:14.479033
748,32,3,0.0091,0.0299,0.3929,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5382000.0000,21600.0000,1496,2025-10-17T21:54:14.499638
749,32,4,0.0091,0.0299,0.3930,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5389200.0000,28800.0000,1498,2025-10-17T21:54:14.519930
750,32,5,0.0091,0.0299,0.3930,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5396400.0000,36000.0000,1500,2025-10-17T21:54:14.537104
751,32,6,0.0091,0.0299,0.3930,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5403600.0000,43200.0000,1502,2025-10-17T21:54:14.554229
752,32,7,0.0091,0.0299,0.3931,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5410800.0000,50400.0000,1504,2025-10-17T21:54:14.571316
753,32,8,0.0091,0.0299,0.3931,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5418000.0000,57600.0000,1506,2025-10-17T21:54:14.588469
754,32,9,0.0091,0.0299,0.3932,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5425200.0000,64800.0000,1508,2025-10-17T21:54:14.606451
755,32,10,0.0091,0.0299,0.3932,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5432400.0000,72000.0000,1510,2025-10-17T21:54:14.624461
756,32,11,0.0091,0.0299,0.3932,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5439600.0000,79200.0000,1512,2025-10-17T21:54:14.642523
757,32,12,0.0091,0.0299,0.3933,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5446800.0000,86400.0000,1514,2025-10-17T21:54:14.661026
758,32,13,0.0091,0.0299,0.3933,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5454000.0000,93600.0000,1516,2025-10-17T21:54:14.680089
759,32,14,0.0091,0.0299,0.3933,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5461200.0000,100800.0000,1518,2025-10-17T21:54:14.699089
760,32,15,0.0091,0.0299,0.3934,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5468400.0000,108000.0000,1520,2025-10-17T21:54:14.716390
761,32,16,0.0091,0.0299,0.3934,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5475600.0000,115200.0000,1522,2025-10-17T21:54:14.735874
762,32,17,0.0091,0.0299,0.3934,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5482800.0000,122400.0000,1524,2025-10-17T21:54:14.755873
763,32,18,0.0091,0.0299,0.3935,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5490000.0000,129600.0000,1526,2025-10-17T21:54:14.776674
764,32,19,0.0091,0.0299,0.3935,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5497200.0000,136800.0000,1528,2025-10-17T21:54:14.798176
765,32,20,0.0091,0.0299,0.3935,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5504400.0000,144000.0000,1530,2025-10-17T21:54:14.818243
766,32,21,0.0091,0.0299,0.3936,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5511600.0000,151200.0000,1532,2025-10-17T21:54:14.837262
767,32,22,0.0091,0.0299,0.3936,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5518800.0000,158400.0000,1534,2025-10-17T21:54:14.857467
768,32,23,0.0091,0.0299,0.3937,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5526000.0000,165600.0000,1536,2025-10-17T21:54:14.877261
769,33,0,0.0000,0.0314,0.3937,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5533200.0000,0.0000,1538,2025-10-17T21:54:14.897232
770,33,1,0.0000,0.0314,0.3937,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5540400.0000,7200.0000,1540,2025-10-17T21:54:14.916539
771,33,2,0.0000,0.0314,0.3937,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5547600.0000,14400.0000,1542,2025-10-17T21:54:14.935372
772,33,3,0.0000,0.0314,0.3938,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5554800.0000,21600.0000,1544,2025-10-17T21:54:14.956003
773,33,4,0.0000,0.0314,0.3938,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5562000.0000,28800.0000,1546,2025-10-17T21:54:14.975554
774,33,5,0.0000,0.0314,0.3938,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5569200.0000,36000.0000,1548,2025-10-17T21:54:14.994601
775,33,6,0.0000,0.0314,0.3939,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5576400.0000,43200.0000,1550,2025-10-17T21:54:15.013630
776,33,7,0.0000,0.0314,0.3939,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5583600.0000,50400.0000,1552,2025-10-17T21:54:15.032732
777,33,8,0.0000,0.0314,0.3939,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5590800.0000,57600.0000,1554,2025-10-17T21:54:15.051656
778,33,9,0.0000,0.0314,0.3940,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5598000.0000,64800.0000,1556,2025-10-17T21:54:15.071417
779,33,10,0.0000,0.0314,0.3940,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5605200.0000,72000.0000,1558,2025-10-17T21:54:15.090048
780,33,11,0.0000,0.0314,0.3940,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5612400.0000,79200.0000,1560,2025-10-17T21:54:15.109576
781,33,12,0.0000,0.0314,0.3941,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5619600.0000,86400.0000,1562,2025-10-17T21:54:15.128611
782,33,13,0.0000,0.0314,0.3941,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5626800.0000,93600.0000,1564,2025-10-17T21:54:15.147811
783,33,14,0.0000,0.0314,0.3941,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5634000.0000,100800.0000,1566,2025-10-17T21:54:15.167099
784,33,15,0.0000,0.0314,0.3942,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5641200.0000,108000.0000,1568,2025-10-17T21:54:15.186074
785,33,16,0.0000,0.0314,0.3942,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5648400.0000,115200.0000,1570,2025-10-17T21:54:15.205323
786,33,17,0.0000,0.0314,0.3942,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5655600.0000,122400.0000,1572,2025-10-17T21:54:15.224340
787,33,18,0.0000,0.0314,0.3943,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5662800.0000,129600.0000,1574,2025-10-17T21:54:15.243103
788,33,19,0.0000,0.0314,0.3943,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5670000.0000,136800.0000,1576,2025-10-17T21:54:15.261940
789,33,20,0.0000,0.0314,0.3943,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5677200.0000,144000.0000,1578,2025-10-17T21:54:15.280606
790,33,21,0.0000,0.0314,0.3944,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5684400.0000,151200.0000,1580,2025-10-17T21:54:15.299187
791,33,22,0.0000,0.0314,0.3944,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5691600.0000,158400.0000,1582,2025-10-17T21:54:15.318459
792,33,23,0.0000,0.0314,0.3944,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5698800.0000,165600.0000,1584,2025-10-17T21:54:15.337703
793,34,0,0.0000,0.0334,0.3945,0.0000,0.0000,0.0000,1.0000,MILD,0.0000,0.0000,5706000.0000,0.0000,1586,2025-10-17T21:54:15.356771
