step,day,hour,timestamp,total_respiration_rate,maintenance_respiration,growth_respiration,leaf_respiration,stem_respiration,root_respiration,cumulative_respiration,daily_respiration,temperature_factor,biomass_factor,step_count,last_update
1,1,0,2025-10-15 13:32:37.137147,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,1.0140,1.0000,2,2025-10-15T13:32:37.133090
2,1,1,2025-10-15 13:32:37.152367,0.0003,0.0001,0.0002,0.0000,0.0000,0.0000,0.0005,0.0004,1.0140,1.0000,4,2025-10-15T13:32:37.148551
3,1,2,2025-10-15 13:32:37.167383,0.0008,0.0001,0.0007,0.0001,0.0000,0.0001,0.0019,0.0017,1.0140,1.0000,6,2025-10-15T13:32:37.163408
4,1,3,2025-10-15 13:32:37.182559,0.0013,0.0002,0.0011,0.0001,0.0000,0.0001,0.0042,0.0040,1.0140,1.0000,8,2025-10-15T13:32:37.178524
5,1,4,2025-10-15 13:32:37.197937,0.0017,0.0002,0.0015,0.0001,0.0000,0.0001,0.0073,0.0072,1.0140,1.0000,10,2025-10-15T13:32:37.194022
6,1,5,2025-10-15 13:32:37.212938,0.0020,0.0002,0.0018,0.0001,0.0000,0.0001,0.0112,0.0111,1.0140,1.0000,12,2025-10-15T13:32:37.209045
7,1,6,2025-10-15 13:32:37.228341,0.0024,0.0003,0.0021,0.0001,0.0000,0.0001,0.0157,0.0156,1.0140,1.0000,14,2025-10-15T13:32:37.224363
8,1,7,2025-10-15 13:32:37.243772,0.0027,0.0003,0.0024,0.0001,0.0000,0.0001,0.0209,0.0208,1.0140,1.0000,16,2025-10-15T13:32:37.239794
9,1,8,2025-10-15 13:32:37.259125,0.0029,0.0003,0.0026,0.0001,0.0000,0.0001,0.0266,0.0265,1.0140,1.0000,18,2025-10-15T13:32:37.255168
10,1,9,2025-10-15 13:32:37.274135,0.0032,0.0003,0.0028,0.0002,0.0000,0.0001,0.0329,0.0328,1.0140,1.0000,20,2025-10-15T13:32:37.270189
11,1,10,2025-10-15 13:32:37.289416,0.0034,0.0003,0.0031,0.0002,0.0000,0.0002,0.0395,0.0394,1.0140,1.0000,22,2025-10-15T13:32:37.285499
12,1,11,2025-10-15 13:32:37.304755,0.0036,0.0004,0.0032,0.0002,0.0000,0.0002,0.0466,0.0465,1.0140,1.0000,24,2025-10-15T13:32:37.300760
13,1,12,2025-10-15 13:32:37.320096,0.0005,0.0004,0.0001,0.0002,0.0000,0.0002,0.0508,0.0507,1.0140,1.0000,26,2025-10-15T13:32:37.316111
14,1,13,2025-10-15 13:32:37.335466,0.0009,0.0004,0.0005,0.0002,0.0000,0.0002,0.0522,0.0521,1.0140,1.0000,28,2025-10-15T13:32:37.331507
15,1,14,2025-10-15 13:32:37.350851,0.0015,0.0005,0.0010,0.0002,0.0000,0.0002,0.0548,0.0547,1.0140,1.0000,30,2025-10-15T13:32:37.346883
16,1,15,2025-10-15 13:32:37.366103,0.0020,0.0005,0.0015,0.0002,0.0000,0.0002,0.0586,0.0584,1.0140,1.0000,32,2025-10-15T13:32:37.362122
17,1,16,2025-10-15 13:32:37.381343,0.0025,0.0005,0.0019,0.0003,0.0000,0.0002,0.0633,0.0632,1.0140,1.0000,34,2025-10-15T13:32:37.377411
18,1,17,2025-10-15 13:32:37.397993,0.0029,0.0006,0.0023,0.0003,0.0000,0.0003,0.0689,0.0688,1.0140,1.0000,36,2025-10-15T13:32:37.394057
19,1,18,2025-10-15 13:32:37.413613,0.0033,0.0006,0.0027,0.0003,0.0001,0.0003,0.0753,0.0752,1.0140,1.0000,38,2025-10-15T13:32:37.409693
20,1,19,2025-10-15 13:32:37.428957,0.0036,0.0006,0.0030,0.0003,0.0001,0.0003,0.0823,0.0822,1.0140,1.0000,40,2025-10-15T13:32:37.425045
21,1,20,2025-10-15 13:32:37.444281,0.0039,0.0007,0.0033,0.0003,0.0001,0.0003,0.0900,0.0899,1.0140,1.0000,42,2025-10-15T13:32:37.440269
22,1,21,2025-10-15 13:32:37.459740,0.0042,0.0007,0.0035,0.0003,0.0001,0.0003,0.0983,0.0981,1.0140,1.0000,44,2025-10-15T13:32:37.455741
23,1,22,2025-10-15 13:32:37.475365,0.0044,0.0007,0.0037,0.0003,0.0001,0.0003,0.1070,0.1069,1.0140,1.0000,46,2025-10-15T13:32:37.471540
24,1,23,2025-10-15 13:32:37.490696,0.0046,0.0007,0.0039,0.0003,0.0001,0.0003,0.1162,0.1161,1.0140,1.0000,48,2025-10-15T13:32:37.486770
25,2,0,2025-10-15 13:32:37.506179,0.0009,0.0008,0.0001,0.0004,0.0001,0.0004,0.1219,0.0000,1.1487,1.0000,50,2025-10-15T13:32:37.502256
26,2,1,2025-10-15 13:32:37.521572,0.0014,0.0009,0.0005,0.0004,0.0001,0.0004,0.1243,0.0024,1.1487,1.0000,52,2025-10-15T13:32:37.517723
27,2,2,2025-10-15 13:32:37.536978,0.0020,0.0009,0.0010,0.0004,0.0001,0.0004,0.1279,0.0060,1.1487,1.0000,54,2025-10-15T13:32:37.533017
28,2,3,2025-10-15 13:32:37.552306,0.0026,0.0010,0.0016,0.0005,0.0001,0.0005,0.1328,0.0108,1.1487,1.0000,56,2025-10-15T13:32:37.548382
29,2,4,2025-10-15 13:32:37.567996,0.0030,0.0010,0.0020,0.0005,0.0001,0.0005,0.1386,0.0167,1.1487,1.0000,58,2025-10-15T13:32:37.563968
30,2,5,2025-10-15 13:32:37.583542,0.0035,0.0011,0.0024,0.0005,0.0001,0.0005,0.1453,0.0234,1.1487,1.0000,60,2025-10-15T13:32:37.579601
31,2,6,2025-10-15 13:32:37.599004,0.0039,0.0011,0.0027,0.0005,0.0001,0.0005,0.1529,0.0309,1.1487,1.0000,62,2025-10-15T13:32:37.595003
32,2,7,2025-10-15 13:32:37.614335,0.0042,0.0011,0.0030,0.0005,0.0001,0.0005,0.1611,0.0391,1.1487,1.0000,64,2025-10-15T13:32:37.610527
33,2,8,2025-10-15 13:32:37.629972,0.0045,0.0012,0.0033,0.0005,0.0001,0.0005,0.1699,0.0480,1.1487,1.0000,66,2025-10-15T13:32:37.626067
34,2,9,2025-10-15 13:32:37.645626,0.0047,0.0012,0.0035,0.0006,0.0001,0.0006,0.1792,0.0573,1.1487,1.0000,68,2025-10-15T13:32:37.641800
35,2,10,2025-10-15 13:32:37.661187,0.0050,0.0012,0.0037,0.0006,0.0001,0.0006,0.1891,0.0671,1.1487,1.0000,70,2025-10-15T13:32:37.657196
36,2,11,2025-10-15 13:32:37.676865,0.0052,0.0012,0.0039,0.0006,0.0001,0.0006,0.1993,0.0774,1.1487,1.0000,72,2025-10-15T13:32:37.672861
37,2,12,2025-10-15 13:32:37.692225,0.0013,0.0013,0.0001,0.0006,0.0001,0.0006,0.2059,0.0840,1.1487,1.0000,74,2025-10-15T13:32:37.688298
38,2,13,2025-10-15 13:32:37.707573,0.0018,0.0013,0.0005,0.0006,0.0001,0.0006,0.2091,0.0872,1.1487,1.0000,76,2025-10-15T13:32:37.703601
39,2,14,2025-10-15 13:32:37.723039,0.0024,0.0014,0.0011,0.0006,0.0001,0.0006,0.2136,0.0917,1.1487,1.0000,78,2025-10-15T13:32:37.719017
40,2,15,2025-10-15 13:32:37.738758,0.0031,0.0014,0.0016,0.0007,0.0001,0.0007,0.2194,0.0975,1.1487,1.0000,80,2025-10-15T13:32:37.734764
41,2,16,2025-10-15 13:32:37.758171,0.0036,0.0015,0.0021,0.0007,0.0001,0.0007,0.2263,0.1044,1.1487,1.0000,82,2025-10-15T13:32:37.754203
42,2,17,2025-10-15 13:32:37.773765,0.0040,0.0015,0.0025,0.0007,0.0001,0.0007,0.2342,0.1122,1.1487,1.0000,84,2025-10-15T13:32:37.769814
43,2,18,2025-10-15 13:32:37.789110,0.0044,0.0015,0.0029,0.0007,0.0001,0.0007,0.2429,0.1209,1.1487,1.0000,86,2025-10-15T13:32:37.785279
44,2,19,2025-10-15 13:32:37.804753,0.0048,0.0016,0.0032,0.0007,0.0001,0.0007,0.2522,0.1303,1.1487,1.0000,88,2025-10-15T13:32:37.800801
45,2,20,2025-10-15 13:32:37.820131,0.0051,0.0016,0.0035,0.0007,0.0001,0.0007,0.2623,0.1403,1.1487,1.0000,90,2025-10-15T13:32:37.816139
46,2,21,2025-10-15 13:32:37.835897,0.0054,0.0016,0.0037,0.0008,0.0001,0.0008,0.2728,0.1509,1.1487,1.0000,92,2025-10-15T13:32:37.831935
47,2,22,2025-10-15 13:32:37.851438,0.0056,0.0017,0.0039,0.0008,0.0001,0.0008,0.2839,0.1620,1.1487,1.0000,94,2025-10-15T13:32:37.847466
48,2,23,2025-10-15 13:32:37.866948,0.0058,0.0017,0.0041,0.0008,0.0001,0.0008,0.2954,0.1735,1.1487,1.0000,96,2025-10-15T13:32:37.862972
49,3,0,2025-10-15 13:32:37.883259,0.0016,0.0015,0.0001,0.0007,0.0001,0.0007,0.3028,0.0000,1.0497,1.0000,98,2025-10-15T13:32:37.879269
50,3,1,2025-10-15 13:32:37.898544,0.0021,0.0016,0.0005,0.0007,0.0001,0.0007,0.3066,0.0038,1.0497,1.0000,100,2025-10-15T13:32:37.894587
51,3,2,2025-10-15 13:32:37.913941,0.0028,0.0017,0.0012,0.0008,0.0001,0.0008,0.3119,0.0091,1.0497,1.0000,102,2025-10-15T13:32:37.910008
52,3,3,2025-10-15 13:32:37.929508,0.0035,0.0017,0.0018,0.0008,0.0001,0.0008,0.3186,0.0158,1.0497,1.0000,104,2025-10-15T13:32:37.925513
53,3,4,2025-10-15 13:32:37.945165,0.0041,0.0018,0.0023,0.0008,0.0001,0.0008,0.3265,0.0237,1.0497,1.0000,106,2025-10-15T13:32:37.941182
54,3,5,2025-10-15 13:32:37.960630,0.0046,0.0018,0.0028,0.0008,0.0001,0.0008,0.3355,0.0327,1.0497,1.0000,108,2025-10-15T13:32:37.956775
55,3,6,2025-10-15 13:32:37.976172,0.0050,0.0018,0.0032,0.0008,0.0001,0.0008,0.3453,0.0425,1.0497,1.0000,110,2025-10-15T13:32:37.972232
56,3,7,2025-10-15 13:32:37.991601,0.0054,0.0019,0.0035,0.0009,0.0001,0.0009,0.3560,0.0532,1.0497,1.0000,112,2025-10-15T13:32:37.987639
57,3,8,2025-10-15 13:32:38.007305,0.0057,0.0019,0.0038,0.0009,0.0002,0.0009,0.3673,0.0645,1.0497,1.0000,114,2025-10-15T13:32:38.003284
58,3,9,2025-10-15 13:32:38.022882,0.0060,0.0019,0.0041,0.0009,0.0002,0.0009,0.3791,0.0763,1.0497,1.0000,116,2025-10-15T13:32:38.018891
59,3,10,2025-10-15 13:32:38.038470,0.0062,0.0019,0.0043,0.0009,0.0002,0.0009,0.3915,0.0887,1.0497,1.0000,118,2025-10-15T13:32:38.034521
60,3,11,2025-10-15 13:32:38.055141,0.0064,0.0020,0.0045,0.0009,0.0002,0.0009,0.4042,0.1014,1.0497,1.0000,120,2025-10-15T13:32:38.051144
61,3,12,2025-10-15 13:32:38.070548,0.0020,0.0020,0.0001,0.0009,0.0002,0.0009,0.4128,0.1100,1.0497,1.0000,122,2025-10-15T13:32:38.066621
62,3,13,2025-10-15 13:32:38.086161,0.0025,0.0020,0.0005,0.0009,0.0002,0.0009,0.4174,0.1146,1.0497,1.0000,124,2025-10-15T13:32:38.082189
63,3,14,2025-10-15 13:32:38.101687,0.0032,0.0021,0.0011,0.0010,0.0002,0.0010,0.4234,0.1207,1.0497,1.0000,126,2025-10-15T13:32:38.097686
64,3,15,2025-10-15 13:32:38.117313,0.0038,0.0021,0.0017,0.0010,0.0002,0.0010,0.4308,0.1280,1.0497,1.0000,128,2025-10-15T13:32:38.113374
65,3,16,2025-10-15 13:32:38.133032,0.0044,0.0022,0.0022,0.0010,0.0002,0.0010,0.4393,0.1365,1.0497,1.0000,130,2025-10-15T13:32:38.129026
66,3,17,2025-10-15 13:32:38.148892,0.0049,0.0022,0.0026,0.0010,0.0002,0.0010,0.4488,0.1460,1.0497,1.0000,132,2025-10-15T13:32:38.144915
67,3,18,2025-10-15 13:32:38.164658,0.0053,0.0023,0.0030,0.0010,0.0002,0.0010,0.4591,0.1563,1.0497,1.0000,134,2025-10-15T13:32:38.160613
68,3,19,2025-10-15 13:32:38.180434,0.0056,0.0023,0.0033,0.0010,0.0002,0.0011,0.4701,0.1673,1.0497,1.0000,136,2025-10-15T13:32:38.176357
69,3,20,2025-10-15 13:32:38.196369,0.0059,0.0023,0.0036,0.0011,0.0002,0.0011,0.4817,0.1790,1.0497,1.0000,138,2025-10-15T13:32:38.192366
70,3,21,2025-10-15 13:32:38.212007,0.0061,0.0023,0.0038,0.0011,0.0002,0.0011,0.4939,0.1911,1.0497,1.0000,140,2025-10-15T13:32:38.208155
71,3,22,2025-10-15 13:32:38.227773,0.0063,0.0023,0.0040,0.0011,0.0002,0.0011,0.5065,0.2037,1.0497,1.0000,142,2025-10-15T13:32:38.223731
72,3,23,2025-10-15 13:32:38.243492,0.0065,0.0024,0.0042,0.0011,0.0002,0.0011,0.5194,0.2166,1.0497,1.0000,144,2025-10-15T13:32:38.239470
73,4,0,2025-10-15 13:32:38.259715,0.0023,0.0023,0.0001,0.0010,0.0002,0.0010,0.5282,0.0000,1.0000,1.0000,146,2025-10-15T13:32:38.255686
74,4,1,2025-10-15 13:32:38.275475,0.0027,0.0023,0.0005,0.0011,0.0002,0.0011,0.5334,0.0051,1.0000,1.0000,148,2025-10-15T13:32:38.271494
75,4,2,2025-10-15 13:32:38.291056,0.0034,0.0024,0.0011,0.0011,0.0002,0.0011,0.5399,0.0116,1.0000,1.0000,150,2025-10-15T13:32:38.287103
76,4,3,2025-10-15 13:32:38.306835,0.0040,0.0024,0.0016,0.0011,0.0002,0.0011,0.5476,0.0194,1.0000,1.0000,152,2025-10-15T13:32:38.302817
77,4,4,2025-10-15 13:32:38.322556,0.0045,0.0024,0.0021,0.0011,0.0002,0.0011,0.5564,0.0282,1.0000,1.0000,154,2025-10-15T13:32:38.318569
78,4,5,2025-10-15 13:32:38.337776,0.0050,0.0025,0.0025,0.0011,0.0002,0.0011,0.5661,0.0379,1.0000,1.0000,156,2025-10-15T13:32:38.334010
79,4,6,2025-10-15 13:32:38.354406,0.0053,0.0025,0.0028,0.0012,0.0002,0.0012,0.5766,0.0484,1.0000,1.0000,158,2025-10-15T13:32:38.350390
80,4,7,2025-10-15 13:32:38.370118,0.0057,0.0025,0.0031,0.0012,0.0002,0.0012,0.5878,0.0595,1.0000,1.0000,160,2025-10-15T13:32:38.366129
81,4,8,2025-10-15 13:32:38.385640,0.0059,0.0026,0.0034,0.0012,0.0002,0.0012,0.5995,0.0713,1.0000,1.0000,162,2025-10-15T13:32:38.381758
82,4,9,2025-10-15 13:32:38.401317,0.0062,0.0026,0.0036,0.0012,0.0002,0.0012,0.6117,0.0835,1.0000,1.0000,164,2025-10-15T13:32:38.397293
83,4,10,2025-10-15 13:32:38.416897,0.0064,0.0026,0.0038,0.0012,0.0002,0.0012,0.6244,0.0961,1.0000,1.0000,166,2025-10-15T13:32:38.412961
84,4,11,2025-10-15 13:32:38.432479,0.0065,0.0026,0.0039,0.0012,0.0002,0.0012,0.6374,0.1091,1.0000,1.0000,168,2025-10-15T13:32:38.428493
85,4,12,2025-10-15 13:32:38.447899,0.0027,0.0026,0.0001,0.0012,0.0002,0.0012,0.6467,0.1184,1.0000,1.0000,170,2025-10-15T13:32:38.443934
86,4,13,2025-10-15 13:32:38.463562,0.0031,0.0027,0.0004,0.0012,0.0002,0.0012,0.6525,0.1242,1.0000,1.0000,172,2025-10-15T13:32:38.459587
87,4,14,2025-10-15 13:32:38.478720,0.0037,0.0027,0.0010,0.0012,0.0002,0.0013,0.6596,0.1313,1.0000,1.0000,174,2025-10-15T13:32:38.474932
88,4,15,2025-10-15 13:32:38.494372,0.0043,0.0028,0.0015,0.0013,0.0002,0.0013,0.6678,0.1396,1.0000,1.0000,176,2025-10-15T13:32:38.490407
89,4,16,2025-10-15 13:32:38.510098,0.0048,0.0028,0.0020,0.0013,0.0002,0.0013,0.6771,0.1488,1.0000,1.0000,178,2025-10-15T13:32:38.506071
90,4,17,2025-10-15 13:32:38.525629,0.0052,0.0028,0.0024,0.0013,0.0002,0.0013,0.6872,0.1590,1.0000,1.0000,180,2025-10-15T13:32:38.521657
91,4,18,2025-10-15 13:32:38.541176,0.0056,0.0029,0.0027,0.0013,0.0002,0.0013,0.6981,0.1699,1.0000,1.0000,182,2025-10-15T13:32:38.537177
92,4,19,2025-10-15 13:32:38.556498,0.0059,0.0029,0.0030,0.0013,0.0002,0.0013,0.7097,0.1815,1.0000,1.0000,184,2025-10-15T13:32:38.552693
93,4,20,2025-10-15 13:32:38.572163,0.0061,0.0029,0.0032,0.0013,0.0002,0.0013,0.7219,0.1936,1.0000,1.0000,186,2025-10-15T13:32:38.568199
94,4,21,2025-10-15 13:32:38.587775,0.0064,0.0029,0.0035,0.0013,0.0002,0.0014,0.7345,0.2063,1.0000,1.0000,188,2025-10-15T13:32:38.583768
95,4,22,2025-10-15 13:32:38.603402,0.0066,0.0029,0.0037,0.0014,0.0002,0.0014,0.7476,0.2194,1.0000,1.0000,190,2025-10-15T13:32:38.599456
96,4,23,2025-10-15 13:32:38.619033,0.0068,0.0030,0.0038,0.0014,0.0002,0.0014,0.7611,0.2329,1.0000,1.0000,192,2025-10-15T13:32:38.615052
97,5,0,2025-10-15 13:32:38.635024,0.0028,0.0027,0.0001,0.0012,0.0002,0.0012,0.7705,0.0000,0.9075,1.0000,194,2025-10-15T13:32:38.631004
98,5,1,2025-10-15 13:32:38.651199,0.0032,0.0027,0.0005,0.0013,0.0002,0.0013,0.7766,0.0061,0.9075,1.0000,196,2025-10-15T13:32:38.647204
99,5,2,2025-10-15 13:32:38.666854,0.0039,0.0028,0.0011,0.0013,0.0002,0.0013,0.7840,0.0135,0.9075,1.0000,198,2025-10-15T13:32:38.662850
100,5,3,2025-10-15 13:32:38.682545,0.0045,0.0028,0.0017,0.0013,0.0002,0.0013,0.7927,0.0222,0.9075,1.0000,200,2025-10-15T13:32:38.678618
101,5,4,2025-10-15 13:32:38.698071,0.0051,0.0029,0.0022,0.0013,0.0002,0.0013,0.8026,0.0321,0.9075,1.0000,202,2025-10-15T13:32:38.694137
102,5,5,2025-10-15 13:32:38.713515,0.0055,0.0029,0.0026,0.0013,0.0002,0.0013,0.8134,0.0429,0.9075,1.0000,204,2025-10-15T13:32:38.709570
103,5,6,2025-10-15 13:32:38.728715,0.0059,0.0029,0.0030,0.0013,0.0002,0.0014,0.8251,0.0546,0.9075,1.0000,206,2025-10-15T13:32:38.724966
104,5,7,2025-10-15 13:32:38.744175,0.0063,0.0030,0.0033,0.0014,0.0002,0.0014,0.8375,0.0670,0.9075,1.0000,208,2025-10-15T13:32:38.740237
105,5,8,2025-10-15 13:32:38.759868,0.0066,0.0030,0.0036,0.0014,0.0002,0.0014,0.8505,0.0800,0.9075,1.0000,210,2025-10-15T13:32:38.755887
106,5,9,2025-10-15 13:32:38.775480,0.0069,0.0030,0.0038,0.0014,0.0002,0.0014,0.8641,0.0936,0.9075,1.0000,212,2025-10-15T13:32:38.771488
107,5,10,2025-10-15 13:32:38.791218,0.0071,0.0030,0.0041,0.0014,0.0002,0.0014,0.8781,0.1076,0.9075,1.0000,214,2025-10-15T13:32:38.787232
108,5,11,2025-10-15 13:32:38.806583,0.0073,0.0030,0.0042,0.0014,0.0002,0.0014,0.8926,0.1221,0.9075,1.0000,216,2025-10-15T13:32:38.802820
109,5,12,2025-10-15 13:32:38.822319,0.0031,0.0031,0.0001,0.0014,0.0002,0.0014,0.9031,0.1326,0.9075,1.0000,218,2025-10-15T13:32:38.818321
110,5,13,2025-10-15 13:32:38.837665,0.0036,0.0031,0.0005,0.0014,0.0002,0.0014,0.9099,0.1394,0.9075,1.0000,220,2025-10-15T13:32:38.833938
111,5,14,2025-10-15 13:32:38.853285,0.0043,0.0031,0.0011,0.0014,0.0002,0.0015,0.9181,0.1476,0.9075,1.0000,222,2025-10-15T13:32:38.849308
112,5,15,2025-10-15 13:32:38.868952,0.0049,0.0032,0.0017,0.0015,0.0003,0.0015,0.9276,0.1571,0.9075,1.0000,224,2025-10-15T13:32:38.865049
113,5,16,2025-10-15 13:32:38.884752,0.0054,0.0032,0.0022,0.0015,0.0003,0.0015,0.9382,0.1677,0.9075,1.0000,226,2025-10-15T13:32:38.880759
114,5,17,2025-10-15 13:32:38.900162,0.0059,0.0033,0.0026,0.0015,0.0003,0.0015,0.9498,0.1793,0.9075,1.0000,228,2025-10-15T13:32:38.896111
115,5,18,2025-10-15 13:32:38.915699,0.0063,0.0033,0.0030,0.0015,0.0003,0.0015,0.9622,0.1917,0.9075,1.0000,230,2025-10-15T13:32:38.911711
116,5,19,2025-10-15 13:32:38.931073,0.0067,0.0033,0.0033,0.0015,0.0003,0.0015,0.9753,0.2048,0.9075,1.0000,232,2025-10-15T13:32:38.927142
117,5,20,2025-10-15 13:32:38.947237,0.0070,0.0033,0.0036,0.0015,0.0003,0.0015,0.9891,0.2186,0.9075,1.0000,234,2025-10-15T13:32:38.943228
118,5,21,2025-10-15 13:32:38.963060,0.0072,0.0034,0.0039,0.0015,0.0003,0.0016,1.0034,0.2329,0.9075,1.0000,236,2025-10-15T13:32:38.959036
119,5,22,2025-10-15 13:32:38.978710,0.0075,0.0034,0.0041,0.0016,0.0003,0.0016,1.0182,0.2477,0.9075,1.0000,238,2025-10-15T13:32:38.974768
120,5,23,2025-10-15 13:32:38.994328,0.0077,0.0034,0.0043,0.0016,0.0003,0.0016,1.0334,0.2629,0.9075,1.0000,240,2025-10-15T13:32:38.990343
121,6,0,2025-10-15 13:32:39.010583,0.0038,0.0037,0.0001,0.0017,0.0003,0.0017,1.0452,0.0000,0.9794,1.0000,242,2025-10-15T13:32:39.006594
122,6,1,2025-10-15 13:32:39.026697,0.0042,0.0037,0.0005,0.0017,0.0003,0.0017,1.0532,0.0080,0.9794,1.0000,244,2025-10-15T13:32:39.022665
123,6,2,2025-10-15 13:32:39.042606,0.0048,0.0038,0.0010,0.0017,0.0003,0.0017,1.0624,0.0173,0.9794,1.0000,246,2025-10-15T13:32:39.038629
124,6,3,2025-10-15 13:32:39.058178,0.0054,0.0038,0.0015,0.0017,0.0003,0.0018,1.0728,0.0277,0.9794,1.0000,248,2025-10-15T13:32:39.054120
125,6,4,2025-10-15 13:32:39.074034,0.0058,0.0038,0.0020,0.0018,0.0003,0.0018,1.0843,0.0391,0.9794,1.0000,250,2025-10-15T13:32:39.070025
126,6,5,2025-10-15 13:32:39.089685,0.0063,0.0039,0.0024,0.0018,0.0003,0.0018,1.0966,0.0514,0.9794,1.0000,252,2025-10-15T13:32:39.085685
127,6,6,2025-10-15 13:32:39.105496,0.0066,0.0039,0.0027,0.0018,0.0003,0.0018,1.1096,0.0645,0.9794,1.0000,254,2025-10-15T13:32:39.101474
128,6,7,2025-10-15 13:32:39.121365,0.0069,0.0039,0.0030,0.0018,0.0003,0.0018,1.1233,0.0782,0.9794,1.0000,256,2025-10-15T13:32:39.117318
129,6,8,2025-10-15 13:32:39.137289,0.0072,0.0040,0.0032,0.0018,0.0003,0.0018,1.1376,0.0924,0.9794,1.0000,258,2025-10-15T13:32:39.133315
130,6,9,2025-10-15 13:32:39.153010,0.0074,0.0040,0.0035,0.0018,0.0003,0.0018,1.1523,0.1072,0.9794,1.0000,260,2025-10-15T13:32:39.149039
131,6,10,2025-10-15 13:32:39.168508,0.0076,0.0040,0.0036,0.0018,0.0003,0.0018,1.1675,0.1223,0.9794,1.0000,262,2025-10-15T13:32:39.164700
132,6,11,2025-10-15 13:32:39.184200,0.0078,0.0040,0.0038,0.0018,0.0003,0.0019,1.1830,0.1379,0.9794,1.0000,264,2025-10-15T13:32:39.180327
133,6,12,2025-10-15 13:32:39.200188,0.0041,0.0040,0.0001,0.0018,0.0003,0.0019,1.1950,0.1498,0.9794,1.0000,266,2025-10-15T13:32:39.196184
134,6,13,2025-10-15 13:32:39.215953,0.0045,0.0041,0.0004,0.0019,0.0003,0.0019,1.2036,0.1585,0.9794,1.0000,268,2025-10-15T13:32:39.211963
135,6,14,2025-10-15 13:32:39.231509,0.0051,0.0041,0.0010,0.0019,0.0003,0.0019,1.2135,0.1684,0.9794,1.0000,270,2025-10-15T13:32:39.227520
136,6,15,2025-10-15 13:32:39.247681,0.0057,0.0041,0.0015,0.0019,0.0003,0.0019,1.2245,0.1794,0.9794,1.0000,272,2025-10-15T13:32:39.243930
137,6,16,2025-10-15 13:32:39.263302,0.0061,0.0042,0.0019,0.0019,0.0003,0.0019,1.2366,0.1914,0.9794,1.0000,274,2025-10-15T13:32:39.259342
138,6,17,2025-10-15 13:32:39.278967,0.0066,0.0042,0.0023,0.0019,0.0003,0.0020,1.2495,0.2043,0.9794,1.0000,276,2025-10-15T13:32:39.275088
139,6,18,2025-10-15 13:32:39.294553,0.0069,0.0043,0.0027,0.0020,0.0003,0.0020,1.2631,0.2179,0.9794,1.0000,278,2025-10-15T13:32:39.290536
140,6,19,2025-10-15 13:32:39.310301,0.0072,0.0043,0.0030,0.0020,0.0003,0.0020,1.2774,0.2323,0.9794,1.0000,280,2025-10-15T13:32:39.306299
141,6,20,2025-10-15 13:32:39.325940,0.0075,0.0043,0.0032,0.0020,0.0003,0.0020,1.2923,0.2472,0.9794,1.0000,282,2025-10-15T13:32:39.321938
142,6,21,2025-10-15 13:32:39.341808,0.0078,0.0043,0.0035,0.0020,0.0003,0.0020,1.3077,0.2626,0.9794,1.0000,284,2025-10-15T13:32:39.337814
143,6,22,2025-10-15 13:32:39.357620,0.0080,0.0043,0.0037,0.0020,0.0003,0.0020,1.3236,0.2785,0.9794,1.0000,286,2025-10-15T13:32:39.353631
144,6,23,2025-10-15 13:32:39.373303,0.0082,0.0044,0.0038,0.0020,0.0003,0.0020,1.3399,0.2948,0.9794,1.0000,288,2025-10-15T13:32:39.369294
145,7,0,2025-10-15 13:32:39.389519,0.0050,0.0049,0.0001,0.0022,0.0004,0.0023,1.3537,0.0000,1.0943,1.0000,290,2025-10-15T13:32:39.385468
146,7,1,2025-10-15 13:32:39.405346,0.0053,0.0049,0.0004,0.0023,0.0004,0.0023,1.3641,0.0104,1.0943,1.0000,292,2025-10-15T13:32:39.401347
147,7,2,2025-10-15 13:32:39.421120,0.0059,0.0050,0.0009,0.0023,0.0004,0.0023,1.3755,0.0218,1.0943,1.0000,294,2025-10-15T13:32:39.417166
148,7,3,2025-10-15 13:32:39.436854,0.0064,0.0050,0.0014,0.0023,0.0004,0.0023,1.3880,0.0343,1.0943,1.0000,296,2025-10-15T13:32:39.432831
149,7,4,2025-10-15 13:32:39.452728,0.0068,0.0050,0.0017,0.0023,0.0004,0.0023,1.4014,0.0477,1.0943,1.0000,298,2025-10-15T13:32:39.448735
150,7,5,2025-10-15 13:32:39.468330,0.0072,0.0051,0.0021,0.0023,0.0004,0.0024,1.4155,0.0618,1.0943,1.0000,300,2025-10-15T13:32:39.464319
151,7,6,2025-10-15 13:32:39.484114,0.0075,0.0051,0.0024,0.0023,0.0004,0.0024,1.4303,0.0766,1.0943,1.0000,302,2025-10-15T13:32:39.480107
152,7,7,2025-10-15 13:32:39.499997,0.0078,0.0051,0.0026,0.0024,0.0004,0.0024,1.4457,0.0920,1.0943,1.0000,304,2025-10-15T13:32:39.495977
153,7,8,2025-10-15 13:32:39.515842,0.0080,0.0052,0.0029,0.0024,0.0004,0.0024,1.4616,0.1079,1.0943,1.0000,306,2025-10-15T13:32:39.511832
154,7,9,2025-10-15 13:32:39.531694,0.0082,0.0052,0.0031,0.0024,0.0004,0.0024,1.4779,0.1242,1.0943,1.0000,308,2025-10-15T13:32:39.527670
