step,day,hour,total_nitrogen_uptake,nitrate_uptake,ammonium_uptake,amino_acid_uptake,total_nitrogen_allocation,leaf_nitrogen_allocation,stem_nitrogen_allocation,root_nitrogen_allocation,reproductive_nitrogen_allocation,total_nitrogen_remobilization,nitrogen_use_efficiency,photosynthetic_n_use_efficiency,growth_n_use_efficiency,nitrogen_stress_index,luxury_uptake_factor,nitrogen_pools,nitrogen_concentrations,uptake_rates,allocation_rates,remobilization_rates,cumulative_nitrogen_uptake,daily_nitrogen_uptake,step_count,last_update
116,5,19,0.2531,3.8416,1.0838,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2531,0.0591,232,2025-10-17T21:54:01.349398
117,5,20,0.2564,3.8010,1.0723,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2564,0.0623,234,2025-10-17T21:54:01.370138
118,5,21,0.2597,3.8494,1.0859,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2597,0.0656,236,2025-10-17T21:54:01.390391
119,5,22,0.2629,3.7979,1.0713,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2629,0.0689,238,2025-10-17T21:54:01.410973
120,5,23,0.2662,3.7905,1.0692,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2662,0.0721,240,2025-10-17T21:54:01.431160
121,6,0,0.2694,3.5502,1.1782,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2694,0.0000,242,2025-10-17T21:54:01.451693
122,6,1,0.2725,3.5656,1.1832,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2725,0.0032,244,2025-10-17T21:54:01.472792
123,6,2,0.2757,3.5585,1.1808,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2757,0.0063,246,2025-10-17T21:54:01.494778
124,6,3,0.2789,3.5398,1.1745,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2789,0.0095,248,2025-10-17T21:54:01.515448
125,6,4,0.2820,3.5213,1.1683,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2820,0.0126,250,2025-10-17T21:54:01.536139
126,6,5,0.2851,3.5032,1.1623,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2851,0.0157,252,2025-10-17T21:54:01.559552
127,6,6,0.2882,3.5098,1.1644,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2882,0.0188,254,2025-10-17T21:54:01.581780
128,6,7,0.2914,3.5595,1.1808,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2914,0.0220,256,2025-10-17T21:54:01.603951
129,6,8,0.2945,3.5265,1.1698,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2945,0.0251,258,2025-10-17T21:54:01.625943
130,6,9,0.2979,4.1872,1.1805,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2979,0.0285,260,2025-10-17T21:54:01.647419
131,6,10,0.3014,4.2071,1.1861,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3014,0.0321,262,2025-10-17T21:54:01.667750
132,6,11,0.3050,4.2062,1.1858,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3050,0.0357,264,2025-10-17T21:54:01.688279
133,6,12,0.3086,4.1964,1.1829,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3086,0.0392,266,2025-10-17T21:54:01.708964
134,6,13,0.3122,4.1466,1.1688,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3122,0.0428,268,2025-10-17T21:54:01.729722
135,6,14,0.3157,4.1318,1.1646,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3157,0.0464,270,2025-10-17T21:54:01.750904
136,6,15,0.3193,4.1275,1.1634,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3193,0.0499,272,2025-10-17T21:54:01.771334
137,6,16,0.3228,4.1272,1.1632,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3228,0.0534,274,2025-10-17T21:54:01.792098
138,6,17,0.3263,4.1307,1.1641,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3263,0.0569,276,2025-10-17T21:54:01.812882
139,6,18,0.3299,4.2217,1.1897,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3299,0.0605,278,2025-10-17T21:54:01.834681
140,6,19,0.3335,4.2078,1.1858,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3335,0.0641,280,2025-10-17T21:54:01.855393
141,6,20,0.3371,4.2056,1.1851,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3371,0.0677,282,2025-10-17T21:54:01.877528
142,6,21,0.3407,4.2307,1.1921,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3407,0.0713,284,2025-10-17T21:54:01.899769
143,6,22,0.3443,4.2672,1.2023,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3443,0.0749,286,2025-10-17T21:54:01.922178
144,6,23,0.3479,4.2246,1.1902,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3479,0.0786,288,2025-10-17T21:54:01.943636
145,7,0,0.3515,3.9436,1.3295,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3515,0.0000,290,2025-10-17T21:54:01.964666
146,7,1,0.3550,3.9053,1.3165,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3550,0.0035,292,2025-10-17T21:54:01.985229
147,7,2,0.3585,3.9204,1.3215,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3585,0.0070,294,2025-10-17T21:54:02.005745
148,7,3,0.3620,3.9404,1.3281,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3620,0.0105,296,2025-10-17T21:54:02.027955
149,7,4,0.3655,3.8844,1.3092,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3655,0.0140,298,2025-10-17T21:54:02.049907
150,7,5,0.3689,3.8279,1.2900,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3689,0.0174,300,2025-10-17T21:54:02.072381
151,7,6,0.3723,3.8026,1.2814,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3723,0.0208,302,2025-10-17T21:54:02.093038
152,7,7,0.3757,3.7970,1.2794,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3757,0.0242,304,2025-10-17T21:54:02.114255
153,7,8,0.3791,3.7773,1.2727,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3791,0.0276,306,2025-10-17T21:54:02.136613
154,7,9,0.3824,3.7659,1.2688,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3824,0.0309,308,2025-10-17T21:54:02.157591
155,7,10,0.3858,3.7221,1.2539,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3858,0.0343,310,2025-10-17T21:54:02.180016
156,7,11,0.3891,3.7387,1.2594,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3891,0.0376,312,2025-10-17T21:54:02.202011
157,7,12,0.3924,3.7126,1.2506,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3924,0.0409,314,2025-10-17T21:54:02.222581
158,7,13,0.3957,3.6910,1.2432,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3957,0.0442,316,2025-10-17T21:54:02.245413
159,7,14,0.3990,3.6868,1.2417,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.3990,0.0475,318,2025-10-17T21:54:02.266311
160,7,15,0.4023,3.7326,1.2571,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4023,0.0508,320,2025-10-17T21:54:02.288350
161,7,16,0.4056,3.7255,1.2546,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4056,0.0541,322,2025-10-17T21:54:02.310794
162,7,17,0.4090,3.7527,1.2636,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4090,0.0575,324,2025-10-17T21:54:02.333522
163,7,18,0.4123,3.7284,1.2554,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4123,0.0608,326,2025-10-17T21:54:02.355889
164,7,19,0.4156,3.7083,1.2485,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4156,0.0641,328,2025-10-17T21:54:02.378345
165,7,20,0.4189,3.7115,1.2495,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4189,0.0674,330,2025-10-17T21:54:02.399560
166,7,21,0.4222,3.6628,1.2331,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4222,0.0707,332,2025-10-17T21:54:02.421475
167,7,22,0.4255,3.6713,1.2358,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4255,0.0740,334,2025-10-17T21:54:02.442120
168,7,23,0.4287,3.6397,1.2251,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4287,0.0772,336,2025-10-17T21:54:02.463249
169,8,0,0.4320,3.7417,1.0527,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4320,0.0000,338,2025-10-17T21:54:02.486269
170,8,1,0.4351,3.7030,1.0418,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4351,0.0032,340,2025-10-17T21:54:02.506794
171,8,2,0.4383,3.7145,1.0450,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4383,0.0063,342,2025-10-17T21:54:02.527237
172,8,3,0.4415,3.7786,1.0630,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4415,0.0095,344,2025-10-17T21:54:02.549229
173,8,4,0.4447,3.7972,1.0682,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4447,0.0128,346,2025-10-17T21:54:02.571495
174,8,5,0.4480,3.8308,1.0776,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4480,0.0160,348,2025-10-17T21:54:02.592042
175,8,6,0.4513,3.8406,1.0803,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4513,0.0193,350,2025-10-17T21:54:02.611977
176,8,7,0.4546,3.8356,1.0788,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4546,0.0226,352,2025-10-17T21:54:02.631736
177,8,8,0.4578,3.8690,1.0882,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4578,0.0259,354,2025-10-17T21:54:02.651738
178,8,9,0.4612,3.8914,1.0944,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4612,0.0292,356,2025-10-17T21:54:02.671712
179,8,10,0.4645,3.8892,1.0938,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4645,0.0325,358,2025-10-17T21:54:02.692105
180,8,11,0.4678,3.8989,1.0964,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4678,0.0359,360,2025-10-17T21:54:02.712722
181,8,12,0.4711,3.8582,1.0849,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4711,0.0392,362,2025-10-17T21:54:02.733502
182,8,13,0.4744,3.8383,1.0793,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4744,0.0425,364,2025-10-17T21:54:02.755510
183,8,14,0.4777,3.8359,1.0786,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4777,0.0457,366,2025-10-17T21:54:02.777061
184,8,15,0.4810,3.8464,1.0815,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4810,0.0490,368,2025-10-17T21:54:02.798301
185,8,16,0.4843,3.8481,1.0819,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4843,0.0523,370,2025-10-17T21:54:02.820267
186,8,17,0.4875,3.8537,1.0834,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4875,0.0556,372,2025-10-17T21:54:02.840770
187,8,18,0.4908,3.8352,1.0782,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4908,0.0589,374,2025-10-17T21:54:02.862982
188,8,19,0.4941,3.8530,1.0831,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4941,0.0622,376,2025-10-17T21:54:02.885430
189,8,20,0.4974,3.9040,1.0974,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.4974,0.0655,378,2025-10-17T21:54:02.906109
190,8,21,0.5008,3.9267,1.1038,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5008,0.0688,380,2025-10-17T21:54:02.926656
191,8,22,0.5041,3.9684,1.1154,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5041,0.0722,382,2025-10-17T21:54:02.948406
192,8,23,0.5075,3.9726,1.1165,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5075,0.0756,384,2025-10-17T21:54:02.970863
193,9,0,0.5109,3.8477,1.2947,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5109,0.0000,386,2025-10-17T21:54:02.991823
194,9,1,0.5144,3.8622,1.2994,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5144,0.0034,388,2025-10-17T21:54:03.013389
195,9,2,0.5178,3.8423,1.2926,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5178,0.0069,390,2025-10-17T21:54:03.034161
196,9,3,0.5212,3.8106,1.2819,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5212,0.0103,392,2025-10-17T21:54:03.057479
197,9,4,0.5246,3.7582,1.2642,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5246,0.0136,394,2025-10-17T21:54:03.078471
198,9,5,0.5279,3.7419,1.2586,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5279,0.0170,396,2025-10-17T21:54:03.099722
199,9,6,0.5312,3.7073,1.2469,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5312,0.0203,398,2025-10-17T21:54:03.120229
200,9,7,0.5345,3.6621,1.2316,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5345,0.0236,400,2025-10-17T21:54:03.141316
201,9,8,0.5378,3.6435,1.2253,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5378,0.0268,402,2025-10-17T21:54:03.163935
202,9,9,0.5410,3.6384,1.2235,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5410,0.0301,404,2025-10-17T21:54:03.185588
203,9,10,0.5443,3.6487,1.2269,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5443,0.0333,406,2025-10-17T21:54:03.206040
204,9,11,0.5475,3.6537,1.2285,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5475,0.0366,408,2025-10-17T21:54:03.226169
205,9,12,0.5508,3.6179,1.2163,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5508,0.0398,410,2025-10-17T21:54:03.246997
206,9,13,0.5540,3.6337,1.2216,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5540,0.0431,412,2025-10-17T21:54:03.267331
207,9,14,0.5572,3.6409,1.2239,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5572,0.0463,414,2025-10-17T21:54:03.288395
208,9,15,0.5605,3.6321,1.2209,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5605,0.0495,416,2025-10-17T21:54:03.309466
209,9,16,0.5637,3.6327,1.2210,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5637,0.0528,418,2025-10-17T21:54:03.331520
210,9,17,0.5669,3.6326,1.2209,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5669,0.0560,420,2025-10-17T21:54:03.353939
211,9,18,0.5702,3.6086,1.2127,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5702,0.0592,422,2025-10-17T21:54:03.374684
212,9,19,0.5734,3.6370,1.2222,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5734,0.0625,424,2025-10-17T21:54:03.397106
213,9,20,0.5766,3.6064,1.2118,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5766,0.0657,426,2025-10-17T21:54:03.419250
214,9,21,0.5798,3.6241,1.2177,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5798,0.0689,428,2025-10-17T21:54:03.439946
215,9,22,0.5831,3.5958,1.2081,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5831,0.0721,430,2025-10-17T21:54:03.463574
216,9,23,0.5862,3.5583,1.1954,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5862,0.0753,432,2025-10-17T21:54:03.485716
217,10,0,0.5892,3.3025,0.9270,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5892,0.0000,434,2025-10-17T21:54:03.507601
218,10,1,0.5921,3.3411,0.9377,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5921,0.0028,436,2025-10-17T21:54:03.527769
219,10,2,0.5949,3.3824,0.9493,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5949,0.0057,438,2025-10-17T21:54:03.548489
220,10,3,0.5978,3.3822,0.9492,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.5978,0.0086,440,2025-10-17T21:54:03.569400
221,10,4,0.6007,3.4366,0.9644,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6007,0.0115,442,2025-10-17T21:54:03.591236
222,10,5,0.6037,3.4518,0.9687,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6037,0.0144,444,2025-10-17T21:54:03.611844
223,10,6,0.6066,3.4768,0.9757,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6066,0.0174,446,2025-10-17T21:54:03.632549
224,10,7,0.6096,3.5451,0.9948,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6096,0.0204,448,2025-10-17T21:54:03.653113
225,10,8,0.6126,3.5122,0.9855,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6126,0.0234,450,2025-10-17T21:54:03.673212
226,10,9,0.6157,3.5354,0.9920,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6157,0.0264,452,2025-10-17T21:54:03.694138
227,10,10,0.6187,3.5033,0.9829,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6187,0.0294,454,2025-10-17T21:54:03.716165
228,10,11,0.6216,3.4851,0.9778,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6216,0.0324,456,2025-10-17T21:54:03.737870
229,10,12,0.6246,3.5246,0.9888,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6246,0.0354,458,2025-10-17T21:54:03.758252
230,10,13,0.6277,3.5518,0.9964,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.6277,0.0384,460,2025-10-17T21:54:03.778827
