step,day,hour,total_nitrogen_uptake,nitrate_uptake,ammonium_uptake,amino_acid_uptake,total_nitrogen_allocation,leaf_nitrogen_allocation,stem_nitrogen_allocation,root_nitrogen_allocation,reproductive_nitrogen_allocation,total_nitrogen_remobilization,nitrogen_use_efficiency,photosynthetic_n_use_efficiency,growth_n_use_efficiency,nitrogen_stress_index,luxury_uptake_factor,nitrogen_pools,nitrogen_concentrations,uptake_rates,allocation_rates,remobilization_rates,cumulative_nitrogen_uptake,daily_nitrogen_uptake,step_count,last_update
635,27,10,1.9735,4.3007,1.1822,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9735,0.0369,1270,2025-10-17T21:54:12.314774
636,27,11,1.9771,4.2925,1.1798,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9771,0.0406,1272,2025-10-17T21:54:12.333743
637,27,12,1.9808,4.2569,1.1700,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9808,0.0442,1274,2025-10-17T21:54:12.352590
638,27,13,1.9844,4.2310,1.1628,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9844,0.0478,1276,2025-10-17T21:54:12.371461
639,27,14,1.9880,4.1925,1.1522,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9880,0.0514,1278,2025-10-17T21:54:12.390412
640,27,15,1.9915,4.1880,1.1509,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9915,0.0550,1280,2025-10-17T21:54:12.409379
641,27,16,1.9951,4.2501,1.1679,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9951,0.0585,1282,2025-10-17T21:54:12.429204
642,27,17,1.9987,4.2752,1.1747,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9987,0.0622,1284,2025-10-17T21:54:12.447962
643,27,18,2.0024,4.2643,1.1717,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0024,0.0658,1286,2025-10-17T21:54:12.466163
644,27,19,2.0060,4.2640,1.1715,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0060,0.0694,1288,2025-10-17T21:54:12.483862
645,27,20,2.0096,4.3104,1.1842,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0096,0.0731,1290,2025-10-17T21:54:12.502552
646,27,21,2.0133,4.3069,1.1832,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0133,0.0767,1292,2025-10-17T21:54:12.521103
647,27,22,2.0169,4.3181,1.1862,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0169,0.0804,1294,2025-10-17T21:54:12.539837
648,27,23,2.0206,4.3381,1.1916,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0206,0.0841,1296,2025-10-17T21:54:12.558931
649,28,0,2.0243,4.2401,1.1646,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0243,0.0000,1298,2025-10-17T21:54:12.578241
650,28,1,2.0279,4.2862,1.1772,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0279,0.0036,1300,2025-10-17T21:54:12.597304
651,28,2,2.0315,4.3058,1.1825,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0315,0.0073,1302,2025-10-17T21:54:12.617074
652,28,3,2.0352,4.2567,1.1690,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0352,0.0109,1304,2025-10-17T21:54:12.637179
653,28,4,2.0388,4.2457,1.1659,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0388,0.0145,1306,2025-10-17T21:54:12.657334
654,28,5,2.0424,4.2687,1.1721,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0424,0.0181,1308,2025-10-17T21:54:12.678073
655,28,6,2.0460,4.2324,1.1621,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0460,0.0218,1310,2025-10-17T21:54:12.698309
656,28,7,2.0496,4.2287,1.1610,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0496,0.0253,1312,2025-10-17T21:54:12.718117
657,28,8,2.0532,4.1992,1.1529,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0532,0.0289,1314,2025-10-17T21:54:12.737685
658,28,9,2.0568,4.2748,1.1735,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0568,0.0325,1316,2025-10-17T21:54:12.754813
659,28,10,2.0605,4.3350,1.1900,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0605,0.0362,1318,2025-10-17T21:54:12.771645
660,28,11,2.0641,4.3467,1.1932,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0641,0.0399,1320,2025-10-17T21:54:12.788505
661,28,12,2.0678,4.3714,1.1999,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0678,0.0436,1322,2025-10-17T21:54:12.805462
662,28,13,2.0716,4.3607,1.1969,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0716,0.0473,1324,2025-10-17T21:54:12.822126
663,28,14,2.0753,4.3920,1.2054,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0753,0.0510,1326,2025-10-17T21:54:12.838833
664,28,15,2.0790,4.4288,1.2154,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0790,0.0548,1328,2025-10-17T21:54:12.855777
665,28,16,2.0828,4.4553,1.2226,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0828,0.0585,1330,2025-10-17T21:54:12.872711
666,28,17,2.0866,4.4618,1.2243,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0866,0.0623,1332,2025-10-17T21:54:12.890338
667,28,18,2.0904,4.4291,1.2153,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0904,0.0661,1334,2025-10-17T21:54:12.911251
668,28,19,2.0941,4.4266,1.2145,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0941,0.0699,1336,2025-10-17T21:54:12.933484
669,28,20,2.0979,4.4080,1.2094,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.0979,0.0736,1338,2025-10-17T21:54:12.953865
670,28,21,2.1016,4.4227,1.2133,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1016,0.0774,1340,2025-10-17T21:54:12.975030
671,28,22,2.1054,4.4066,1.2088,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1054,0.0811,1342,2025-10-17T21:54:12.996100
672,28,23,2.1091,4.4546,1.2219,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1091,0.0849,1344,2025-10-17T21:54:13.016960
673,29,0,2.1129,4.3882,1.2037,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1129,0.0000,1346,2025-10-17T21:54:13.037238
674,29,1,2.1166,4.4048,1.2082,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1166,0.0037,1348,2025-10-17T21:54:13.057104
675,29,2,2.1204,4.4041,1.2079,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1204,0.0075,1350,2025-10-17T21:54:13.080533
676,29,3,2.1241,4.4167,1.2113,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1241,0.0112,1352,2025-10-17T21:54:13.099472
677,29,4,2.1279,4.4418,1.2181,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1279,0.0150,1354,2025-10-17T21:54:13.118871
678,29,5,2.1317,4.4464,1.2193,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1317,0.0188,1356,2025-10-17T21:54:13.135857
679,29,6,2.1354,4.4303,1.2148,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1354,0.0225,1358,2025-10-17T21:54:13.152648
680,29,7,2.1392,4.4216,1.2123,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1392,0.0263,1360,2025-10-17T21:54:13.169271
681,29,8,2.1430,4.4441,1.2184,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1430,0.0301,1362,2025-10-17T21:54:13.186012
682,29,9,2.1468,4.4955,1.2324,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1468,0.0339,1364,2025-10-17T21:54:13.203196
683,29,10,2.1506,4.4664,1.2244,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1506,0.0377,1366,2025-10-17T21:54:13.219756
684,29,11,2.1543,4.4375,1.2164,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1543,0.0414,1368,2025-10-17T21:54:13.236781
685,29,12,2.1581,4.5169,1.2381,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1581,0.0452,1370,2025-10-17T21:54:13.254706
686,29,13,2.1620,4.4914,1.2310,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1620,0.0491,1372,2025-10-17T21:54:13.272461
687,29,14,2.1658,4.5013,1.2337,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1658,0.0529,1374,2025-10-17T21:54:13.299640
688,29,15,2.1696,4.4931,1.2314,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1696,0.0567,1376,2025-10-17T21:54:13.322706
689,29,16,2.1734,4.4531,1.2203,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1734,0.0605,1378,2025-10-17T21:54:13.345657
690,29,17,2.1772,4.3937,1.2040,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1772,0.0643,1380,2025-10-17T21:54:13.367274
691,29,18,2.1809,4.3570,1.1939,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1809,0.0680,1382,2025-10-17T21:54:13.388490
692,29,19,2.1846,4.3090,1.1806,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1846,0.0717,1384,2025-10-17T21:54:13.410783
693,29,20,2.1882,4.3240,1.1847,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1882,0.0753,1386,2025-10-17T21:54:13.431673
694,29,21,2.1919,4.3148,1.1821,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1919,0.0790,1388,2025-10-17T21:54:13.451430
695,29,22,2.1956,4.3173,1.1827,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1956,0.0827,1390,2025-10-17T21:54:13.471026
696,29,23,2.1992,4.2718,1.1702,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.1992,0.0863,1392,2025-10-17T21:54:13.490088
697,30,0,2.2026,3.7742,1.0338,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2026,0.0000,1394,2025-10-17T21:54:13.507223
698,30,1,2.2058,3.7348,1.0230,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2058,0.0032,1396,2025-10-17T21:54:13.523841
699,30,2,2.2090,3.7406,1.0245,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2090,0.0064,1398,2025-10-17T21:54:13.540841
700,30,3,2.2122,3.7677,1.0319,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2122,0.0096,1400,2025-10-17T21:54:13.557435
701,30,4,2.2154,3.7579,1.0291,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2154,0.0127,1402,2025-10-17T21:54:13.574186
702,30,5,2.2186,3.7908,1.0381,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2186,0.0160,1404,2025-10-17T21:54:13.590904
703,30,6,2.2218,3.8480,1.0537,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2218,0.0192,1406,2025-10-17T21:54:13.608047
704,30,7,2.2251,3.8107,1.0435,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2251,0.0224,1408,2025-10-17T21:54:13.628205
705,30,8,2.2283,3.8223,1.0466,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2283,0.0257,1410,2025-10-17T21:54:13.652534
706,30,9,2.2315,3.7839,1.0360,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2315,0.0289,1412,2025-10-17T21:54:13.674651
707,30,10,2.2347,3.7224,1.0191,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2347,0.0321,1414,2025-10-17T21:54:13.696821
708,30,11,2.2379,3.7237,1.0194,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2379,0.0353,1416,2025-10-17T21:54:13.718095
709,30,12,2.2410,3.6821,1.0080,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2410,0.0384,1418,2025-10-17T21:54:13.738617
710,30,13,2.2442,3.6828,1.0081,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2442,0.0415,1420,2025-10-17T21:54:13.759250
711,30,14,2.2473,3.6899,1.0100,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2473,0.0447,1422,2025-10-17T21:54:13.780596
712,30,15,2.2504,3.6271,0.9928,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2504,0.0478,1424,2025-10-17T21:54:13.800344
713,30,16,2.2535,3.6399,0.9962,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2535,0.0509,1426,2025-10-17T21:54:13.820203
714,30,17,2.2566,3.6126,0.9887,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2566,0.0539,1428,2025-10-17T21:54:13.839203
715,30,18,2.2596,3.6004,0.9854,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2596,0.0570,1430,2025-10-17T21:54:13.858254
716,30,19,2.2627,3.5814,0.9801,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2627,0.0601,1432,2025-10-17T21:54:13.877202
717,30,20,2.2657,3.5846,0.9809,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2657,0.0631,1434,2025-10-17T21:54:13.896628
718,30,21,2.2688,3.5938,0.9834,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2688,0.0661,1436,2025-10-17T21:54:13.915594
719,30,22,2.2718,3.6145,0.9890,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2718,0.0692,1438,2025-10-17T21:54:13.934768
720,30,23,2.2749,3.6803,1.0070,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2749,0.0723,1440,2025-10-17T21:54:13.953891
721,31,0,2.2782,4.0177,1.0992,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2782,0.0000,1442,2025-10-17T21:54:13.973197
722,31,1,2.2816,4.0821,1.1168,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2816,0.0034,1444,2025-10-17T21:54:13.992327
723,31,2,2.2851,4.0751,1.1148,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2851,0.0069,1446,2025-10-17T21:54:14.011706
724,31,3,2.2886,4.0914,1.1192,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2886,0.0104,1448,2025-10-17T21:54:14.031176
725,31,4,2.2920,4.0629,1.1114,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2920,0.0138,1450,2025-10-17T21:54:14.050908
726,31,5,2.2955,4.0299,1.1023,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2955,0.0173,1452,2025-10-17T21:54:14.070647
727,31,6,2.2989,4.0897,1.1186,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.2989,0.0207,1454,2025-10-17T21:54:14.090823
728,31,7,2.3024,4.1520,1.1356,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3024,0.0242,1456,2025-10-17T21:54:14.111291
729,31,8,2.3059,4.1879,1.1453,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3059,0.0278,1458,2025-10-17T21:54:14.132670
730,31,9,2.3095,4.1444,1.1334,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3095,0.0313,1460,2025-10-17T21:54:14.153324
731,31,10,2.3130,4.1090,1.1236,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3130,0.0348,1462,2025-10-17T21:54:14.174014
732,31,11,2.3165,4.0941,1.1195,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3165,0.0383,1464,2025-10-17T21:54:14.194589
733,31,12,2.3199,4.0682,1.1123,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3199,0.0417,1466,2025-10-17T21:54:14.215123
734,31,13,2.3234,4.0618,1.1105,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3234,0.0452,1468,2025-10-17T21:54:14.234904
735,31,14,2.3268,4.0092,1.0961,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3268,0.0486,1470,2025-10-17T21:54:14.254729
736,31,15,2.3302,4.0080,1.0957,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3302,0.0520,1472,2025-10-17T21:54:14.273860
737,31,16,2.3336,4.0614,1.1103,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3336,0.0554,1474,2025-10-17T21:54:14.293256
738,31,17,2.3371,4.0697,1.1124,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3371,0.0589,1476,2025-10-17T21:54:14.312094
739,31,18,2.3406,4.0976,1.1200,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3406,0.0624,1478,2025-10-17T21:54:14.331059
740,31,19,2.3440,4.1203,1.1262,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3440,0.0658,1480,2025-10-17T21:54:14.350087
741,31,20,2.3475,4.1322,1.1294,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3475,0.0694,1482,2025-10-17T21:54:14.368976
742,31,21,2.3511,4.1924,1.1457,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3511,0.0729,1484,2025-10-17T21:54:14.387814
743,31,22,2.3547,4.2321,1.1565,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3547,0.0765,1486,2025-10-17T21:54:14.406436
744,31,23,2.3582,4.2423,1.1592,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3582,0.0801,1488,2025-10-17T21:54:14.425547
745,32,0,2.3619,4.4018,1.2028,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3619,0.0000,1490,2025-10-17T21:54:14.445735
746,32,1,2.3656,4.3664,1.1930,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3656,0.0037,1492,2025-10-17T21:54:14.466005
747,32,2,2.3693,4.3096,1.1774,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3693,0.0074,1494,2025-10-17T21:54:14.485825
748,32,3,2.3729,4.2417,1.1588,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3729,0.0110,1496,2025-10-17T21:54:14.506311
