step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update,respiration_simulator_total_respiration_rate,respiration_simulator_maintenance_respiration,respiration_simulator_growth_respiration,respiration_simulator_leaf_respiration,respiration_simulator_stem_respiration,respiration_simulator_root_respiration,respiration_simulator_cumulative_respiration,respiration_simulator_daily_respiration,respiration_simulator_temperature_factor,respiration_simulator_biomass_factor,respiration_simulator_step_count,respiration_simulator_last_update,biomass_allocation_simulator_total_biomass,biomass_allocation_simulator_leaf_biomass,biomass_allocation_simulator_stem_biomass,biomass_allocation_simulator_root_biomass,biomass_allocation_simulator_leaf_allocation_fraction,biomass_allocation_simulator_stem_allocation_fraction,biomass_allocation_simulator_root_allocation_fraction,biomass_allocation_simulator_allocation_efficiency,biomass_allocation_simulator_cumulative_biomass_gain,biomass_allocation_simulator_daily_biomass_gain,biomass_allocation_simulator_step_count,biomass_allocation_simulator_last_update
366,16,5,2025-09-29 05:27:58.167363,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2025390.467605658,26198.66650989787,23.2,1.0,1.0,732,2025-09-29T05:27:58.059831,0.0030430087777321545,0.0013570087777321545,0.001686,0.00045233625924405153,0.0003618690073952412,0.0005428035110928618,8396.235550531579,107.9862552940011,0.9046725184881029,1.0,732,2025-09-29T05:27:58.101852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,719,2025-09-29T05:27:58.154308
367,16,6,2025-09-29 05:27:58.307187,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2030630.2009076376,31438.399811877447,23.2,1.0,1.0,734,2025-09-29T05:27:58.197551,0.0030676080182177154,0.0013816080182177154,0.001686,0.00046053600607257186,0.0003684288048580575,0.0005526432072870862,8418.27709847162,130.02780323404292,0.9210720121451437,1.0,734,2025-09-29T05:27:58.239260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,720,2025-09-29T05:27:58.293332
368,16,7,2025-09-29 05:27:58.447884,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2035869.934209617,36678.133113857024,23.2,1.0,1.0,736,2025-09-29T05:27:58.337770,0.003089359903111485,0.0014033599031114852,0.001686,0.0004677866343704951,0.0003742293074963961,0.0005613439612445941,8440.483244583396,152.23394934581893,0.93557326874099,1.0,736,2025-09-29T05:27:58.379830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,722,2025-09-29T05:27:58.434013
369,16,8,2025-09-29 05:27:58.586880,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2041109.6675115966,41917.8664158366,23.2,1.0,1.0,738,2025-09-29T05:27:58.478709,0.0031072297205049313,0.0014212297205049313,0.001686,0.00047374324016831047,0.0003789945921346484,0.0005684918882019725,8462.824724351014,174.5754291134371,0.9474864803366209,1.0,738,2025-09-29T05:27:58.520554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,724,2025-09-29T05:27:58.574826
370,16,9,2025-09-29 05:27:58.725726,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2046349.400813576,47157.59971781618,23.2,1.0,1.0,740,2025-09-29T05:27:58.617481,0.003121870941928089,0.001435870941928089,0.001686,0.00047862364730936297,0.0003828989178474904,0.0005743483767712355,8485.277160651887,197.027865414309,0.9572472946187259,1.0,740,2025-09-29T05:27:58.659070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,726,2025-09-29T05:27:58.712989
371,16,10,2025-09-29 05:27:58.865801,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2051589.1341155556,52397.333019795755,23.2,1.0,1.0,742,2025-09-29T05:27:58.756091,0.003133840825956889,0.001447840825956889,0.001686,0.0004826136086522963,0.0003860908869218371,0.0005791363303827556,8507.820358200186,219.57106296260727,0.9652272173045925,1.0,742,2025-09-29T05:27:58.797664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,728,2025-09-29T05:27:58.851870
372,16,11,2025-09-29 05:27:59.005676,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2056828.867417535,57637.06632177533,23.2,1.0,1.0,744,2025-09-29T05:27:58.896741,0.0031436095407586895,0.0014576095407586895,0.001686,0.0004858698469195631,0.00038869587753565053,0.0005830438163034758,8530.437659184294,242.18836394671513,0.971739693839126,1.0,744,2025-09-29T05:27:58.938756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,730,2025-09-29T05:27:58.993230
373,16,12,2025-09-29 05:27:59.141295,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2062068.6007195145,62876.79962375491,23.2,1.0,1.0,746,2025-09-29T05:27:59.036121,0.003151570494772739,0.001465570494772739,0.001686,0.0004885234982575797,0.00039081879860606374,0.0005862281979090955,8553.11537176547,264.86607652789155,0.9770469965151592,1.0,746,2025-09-29T05:27:59.077457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,732,2025-09-29T05:27:59.129076
374,16,13,2025-09-29 05:27:59.279766,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2067308.334021494,68116.53292573449,23.2,1.0,1.0,748,2025-09-29T05:27:59.171735,0.0031580507294937587,0.0014720507294937585,0.001686,0.0004906835764979195,0.00039254686119833565,0.0005888202917975034,8575.842273681883,287.59297844430387,0.9813671529958389,1.0,748,2025-09-29T05:27:59.213691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,734,2025-09-29T05:27:59.268359
375,16,14,2025-09-29 05:27:59.420688,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2072548.0673234735,73356.26622771406,23.2,1.0,1.0,750,2025-09-29T05:27:59.311221,0.0031633207180505685,0.0014773207180505685,0.001686,0.0004924402393501895,0.00039395219148015165,0.0005909282872202274,8598.609187682865,310.3598924452868,0.984880478700379,1.0,750,2025-09-29T05:27:59.352761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,736,2025-09-29T05:27:59.406826
376,16,15,2025-09-29 05:27:59.561577,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2077787.800625453,78595.99952969364,23.2,1.0,1.0,752,2025-09-29T05:27:59.451134,0.003167603235903412,0.0014816032359034118,0.001686,0.0004938677453011373,0.00039509419624090983,0.0005926412943613647,8621.408622598394,333.1593273608154,0.9877354906022744,1.0,752,2025-09-29T05:27:59.492854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,738,2025-09-29T05:27:59.547599
377,16,16,2025-09-29 05:27:59.702486,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2083027.5339274325,83835.73283167322,23.2,1.0,1.0,754,2025-09-29T05:27:59.592248,0.0031710811740255787,0.0014850811740255787,0.001686,0.0004950270580085262,0.000396021646406821,0.0005940324696102314,8644.234472592154,355.9851773545755,0.9900541160170523,1.0,754,2025-09-29T05:27:59.634684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,740,2025-09-29T05:27:59.688532
378,16,17,2025-09-29 05:27:59.841269,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2088267.267229412,89075.4661336528,23.2,1.0,1.0,756,2025-09-29T05:27:59.732944,0.003173904287756707,0.0014879042877567069,0.001686,0.0004959680959189023,0.0003967744767351219,0.0005951617151026828,8667.08176690609,378.8324716685129,0.9919361918378047,1.0,756,2025-09-29T05:27:59.774551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,742,2025-09-29T05:27:59.828839
379,16,18,2025-09-29 05:27:59.980038,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2093507.0005313915,94315.19943563237,23.2,1.0,1.0,758,2025-09-29T05:27:59.871865,0.003176194943458072,0.0014901949434580719,0.001686,0.0004967316478193572,0.0003973853182554858,0.0005960779773832287,8689.946462746879,401.6971675092999,0.9934632956387145,1.0,758,2025-09-29T05:27:59.913929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,744,2025-09-29T05:27:59.967829
380,16,19,2025-09-29 05:28:00.118850,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2098746.733833371,99554.93273761195,23.2,1.0,1.0,760,2025-09-29T05:28:00.010582,0.003178052959429532,0.001492052959429532,0.001686,0.0004973509864765106,0.00039788078918120853,0.0005968211837718127,8712.825274609631,424.5759793720522,0.994701972953021,1.0,760,2025-09-29T05:28:00.052242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,746,2025-09-29T05:28:00.105829
381,16,20,2025-09-29 05:28:00.257893,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2103986.4671353507,104794.66603959152,23.2,1.0,1.0,762,2025-09-29T05:28:00.149291,0.003179559650434561,0.001493559650434561,0.001686,0.0004978532168115204,0.0003982825734492163,0.0005974238601738245,8735.715534105671,447.46623886809215,0.9957064336230408,1.0,762,2025-09-29T05:28:00.191129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,748,2025-09-29T05:28:00.244030
382,16,21,2025-09-29 05:28:00.393633,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2109226.20043733,110034.3993415711,23.2,1.0,1.0,764,2025-09-29T05:28:00.288359,0.0031807811853928596,0.0014947811853928598,0.001686,0.0004982603951309533,0.00039860831610476265,0.0005979124741571439,8758.61507515379,470.36577991621107,0.9965207902619065,1.0,764,2025-09-29T05:28:00.329733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,750,2025-09-29T05:28:00.382155
383,16,22,2025-09-29 05:28:00.533265,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2114465.9337393097,115274.13264355068,23.2,1.0,1.0,766,2025-09-29T05:28:00.424322,0.0031817713610281383,0.0014957713610281383,0.001686,0.0004985904536760461,0.0003988723629408369,0.0005983085444112553,8781.522140148914,493.2728449113351,0.9971809073520921,1.0,766,2025-09-29T05:28:00.465603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,752,2025-09-29T05:28:00.519409
384,16,23,2025-09-29 05:28:00.674580,0.7277407363860519,0.8005148100246571,0.07277407363860519,0.0005805808965400463,0.7277407363860519,2119705.667041289,120513.86594553025,23.2,1.0,1.0,768,2025-09-29T05:28:00.563760,0.003182573884090246,0.001496573884090246,0.001686,0.0004988579613634153,0.00039908636909073225,0.0005986295536360984,8804.435303408181,516.1860081706021,0.9977159227268305,1.0,768,2025-09-29T05:28:00.605523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,754,2025-09-29T05:28:00.661198
385,17,0,2025-09-29 05:28:00.813689,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2125118.0301645626,0.0,24.6,1.0,1.0,770,2025-09-29T05:28:00.706145,0.0033324860789439746,0.0016464860789439746,0.001686,0.0005488286929813249,0.00043906295438505996,0.0006585944315775898,8828.43579317544,0.0,1.0976573859626497,1.0,770,2025-09-29T05:28:00.747060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,756,2025-09-29T05:28:00.800306
386,17,1,2025-09-29 05:28:00.952011,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2130530.393287836,5412.363123273511,24.6,1.0,1.0,772,2025-09-29T05:28:00.843747,0.003326060493441152,0.0016400604934411521,0.001686,0.0005466868311470507,0.0004373494649176406,0.0006560241973764608,8852.39653309769,23.96073992225011,1.0933736622941013,1.0,772,2025-09-29T05:28:00.885366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,758,2025-09-29T05:28:00.938350
387,17,2,2025-09-29 05:28:01.091191,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2135942.7564111096,10824.726246547021,24.6,1.0,1.0,774,2025-09-29T05:28:00.982476,0.0033165736303053268,0.0016305736303053268,0.001686,0.000543524543435109,0.0004348196347480872,0.0006522294521221307,8876.294163906156,47.858370730715606,1.0870490868702178,1.0,774,2025-09-29T05:28:01.024339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,760,2025-09-29T05:28:01.078421
388,17,3,2025-09-29 05:28:01.230413,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2141355.119534383,16237.089369820531,24.6,1.0,1.0,776,2025-09-29T05:28:01.121839,0.0033046604075849997,0.0016186604075849997,0.001686,0.0005395534691949999,0.000431642775356,0.0006474641630339999,8900.110128444145,71.67433526870529,1.0791069383899996,1.0,776,2025-09-29T05:28:01.163067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,762,2025-09-29T05:28:01.216660
389,17,4,2025-09-29 05:28:01.368244,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2146767.4826576565,21649.452493094042,24.6,1.0,1.0,778,2025-09-29T05:28:01.260940,0.003290841871298252,0.001604841871298252,0.001686,0.0005349472904327507,0.00042795783234620056,0.0006419367485193008,8923.82981764871,95.39402447327058,1.0698945808655012,1.0,778,2025-09-29T05:28:01.303003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,764,2025-09-29T05:28:01.355302
390,17,5,2025-09-29 05:28:01.506605,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2152179.84578093,27061.815616367556,24.6,1.0,1.0,780,2025-09-29T05:28:01.398789,0.0032755430705503187,0.0015895430705503187,0.001686,0.0005298476901834395,0.00042387815214675167,0.0006358172282201275,8947.441847955579,119.00605478014035,1.0596953803668792,1.0,780,2025-09-29T05:28:01.440736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,766,2025-09-29T05:28:01.494119
391,17,6,2025-09-29 05:28:01.646766,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2157592.2089042035,32474.17873964107,24.6,1.0,1.0,782,2025-09-29T05:28:01.537588,0.003259109049238448,0.0015731090492384482,0.001686,0.0005243696830794827,0.00041949574646358624,0.0006292436196953792,8970.937457392512,142.5016642170742,1.0487393661589655,1.0,782,2025-09-29T05:28:01.579965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,768,2025-09-29T05:28:01.632874
392,17,7,2025-09-29 05:28:01.787495,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2163004.572027477,37886.54186291458,24.6,1.0,1.0,784,2025-09-29T05:28:01.677599,0.003244949298702335,0.001558949298702335,0.001686,0.0005196497662341117,0.0004157198129872894,0.000623579719480934,8994.325180994492,165.88938781905406,1.0392995324682235,1.0,784,2025-09-29T05:28:01.719509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,770,2025-09-29T05:28:01.773683
393,17,8,2025-09-29 05:28:01.928152,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2168416.9351507504,43298.904986188085,24.6,1.0,1.0,786,2025-09-29T05:28:01.818396,0.0032335733840921184,0.0015475733840921184,0.001686,0.0005158577946973728,0.00041268623575789823,0.0006190293536368473,9017.626270901987,189.19047772654818,1.0317155893947456,1.0,786,2025-09-29T05:28:01.860174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,772,2025-09-29T05:28:01.914222
394,17,9,2025-09-29 05:28:02.067223,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2173829.298274024,48711.26810946159,24.6,1.0,1.0,788,2025-09-29T05:28:01.958782,0.0032244197733576267,0.0015384197733576267,0.001686,0.0005128065911192089,0.00041024527289536717,0.0006153679093430506,9040.857678218084,212.4218850426447,1.0256131822384178,1.0,788,2025-09-29T05:28:02.000505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,774,2025-09-29T05:28:02.054082
395,17,10,2025-09-29 05:28:02.205070,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2179241.6613972974,54123.6312327351,24.6,1.0,1.0,790,2025-09-29T05:28:02.097209,0.003217045052288661,0.0015310450522886608,0.001686,0.0005103483507628869,0.0004082786806103096,0.0006124180209154643,9064.032962532814,235.5971693573746,1.0206967015257735,1.0,790,2025-09-29T05:28:02.139027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,776,2025-09-29T05:28:02.193385
396,17,11,2025-09-29 05:28:02.345171,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2184654.024520571,59535.9943560086,24.6,1.0,1.0,792,2025-09-29T05:28:02.235326,0.0032110974510260112,0.001525097451026011,0.001686,0.0005083658170086703,0.0004066926536069363,0.0006100389804104044,9087.162996017476,258.7272028420361,1.0167316340173407,1.0,792,2025-09-29T05:28:02.277026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,778,2025-09-29T05:28:02.331199
397,17,12,2025-09-29 05:28:02.485350,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2190066.3876438444,64948.35747928211,24.6,1.0,1.0,794,2025-09-29T05:28:02.375723,0.0032062968348953993,0.0015202968348953993,0.001686,0.0005067656116317997,0.0004054124893054398,0.0006081187339581597,9110.256512750877,281.8207195754369,1.0135312232635991,1.0,794,2025-09-29T05:28:02.417306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,780,2025-09-29T05:28:02.471455
398,17,13,2025-09-29 05:28:02.624479,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2195478.750767118,70360.72060255562,24.6,1.0,1.0,796,2025-09-29T05:28:02.516055,0.003202419415239125,0.001516419415239125,0.001686,0.0005054731384130417,0.00040437851073043336,0.0006065677660956499,9133.320540118146,304.884746942705,1.010946276826083,1.0,796,2025-09-29T05:28:02.558166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,781,2025-09-29T05:28:02.612293
399,17,14,2025-09-29 05:28:02.764731,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2200891.1138903913,75773.08372582913,24.6,1.0,1.0,798,2025-09-29T05:28:02.655121,0.0031992859557017353,0.001513285955701735,0.001686,0.0005044286519005783,0.0004035429215204627,0.000605314382280694,9156.360739463746,327.92494628830474,1.0088573038011566,1.0,798,2025-09-29T05:28:02.696941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,783,2025-09-29T05:28:02.750835
400,17,15,2025-09-29 05:28:02.904839,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2206303.477013665,81185.44684910263,24.6,1.0,1.0,800,2025-09-29T05:28:02.795176,0.003196752600477314,0.001510752600477314,0.001686,0.0005035842001591046,0.00040286736012728374,0.0006043010401909256,9179.381676319768,350.94588314432855,1.0071684003182093,1.0,800,2025-09-29T05:28:02.836678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,785,2025-09-29T05:28:02.890971
401,17,16,2025-09-29 05:28:03.043929,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2211715.8401369383,86597.80997237614,24.6,1.0,1.0,802,2025-09-29T05:28:02.935272,0.003194703691961174,0.0015087036919611738,0.001686,0.0005029012306537247,0.00040232098452297975,0.0006034814767844695,9202.387035582282,373.9512424068437,1.0058024613074494,1.0,802,2025-09-29T05:28:02.977324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,787,2025-09-29T05:28:03.029913
402,17,17,2025-09-29 05:28:03.182839,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2217128.2032602117,92010.17309564965,24.6,1.0,1.0,804,2025-09-29T05:28:03.074502,0.0031930461132116516,0.0015070461132116516,0.001686,0.0005023487044038839,0.0004018789635231071,0.0006028184452846606,9225.379793387692,396.94400021225425,1.0046974088077678,1.0,804,2025-09-29T05:28:03.116295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,789,2025-09-29T05:28:03.170291
403,17,18,2025-09-29 05:28:03.321626,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2222540.566383485,97422.53621892315,24.6,1.0,1.0,806,2025-09-29T05:28:03.213157,0.0031917048095073787,0.001505704809507379,0.001686,0.0005019016031691263,0.0004015212825353011,0.0006022819238029515,9248.362354755986,419.9265615805464,1.0038032063382525,1.0,806,2025-09-29T05:28:03.255038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,791,2025-09-29T05:28:03.307932
404,17,19,2025-09-29 05:28:03.461403,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2227952.9295067587,102834.89934219666,24.6,1.0,1.0,808,2025-09-29T05:28:03.352458,0.003190619228663556,0.001504619228663556,0.001686,0.000501539742887852,0.0004012317943102816,0.0006018476914654223,9271.336664052025,442.90087087658685,1.0030794857757037,1.0,808,2025-09-29T05:28:03.394287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,793,2025-09-29T05:28:03.448131
405,17,20,2025-09-29 05:28:03.601679,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2233365.292630032,108247.26246547016,24.6,1.0,1.0,810,2025-09-29T05:28:03.491650,0.0031897404819501915,0.0015037404819501913,0.001686,0.0005012468273167304,0.00040099746185338436,0.0006014961927800765,9294.304293786088,465.8685006106498,1.0024936546334609,1.0,810,2025-09-29T05:28:03.533383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,795,2025-09-29T05:28:03.587885
406,17,21,2025-09-29 05:28:03.740212,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2238777.6557533056,113659.62558874367,24.6,1.0,1.0,812,2025-09-29T05:28:03.632319,0.0031890290733398202,0.0015030290733398202,0.001686,0.0005010096911132734,0.00040080775289061876,0.0006012116293359281,9317.26651610196,488.8307229265214,1.0020193822265469,1.0,812,2025-09-29T05:28:03.673651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,797,2025-09-29T05:28:03.726347
407,17,22,2025-09-29 05:28:03.880292,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2244190.018876579,119071.98871201718,24.6,1.0,1.0,814,2025-09-29T05:28:03.770954,0.003188453079089737,0.0015024530790897369,0.001686,0.0005008176930299123,0.0004006541544239299,0.0006009812316358947,9340.224360394106,511.7885672186676,1.0016353860598244,1.0,814,2025-09-29T05:28:03.812835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,799,2025-09-29T05:28:03.866994
408,17,23,2025-09-29 05:28:04.018209,0.7517171004546542,0.8268888105001198,0.07517171004546543,0.000633766767377945,0.7517171004546542,2249602.3819998526,124484.35183529068,24.6,1.0,1.0,816,2025-09-29T05:28:03.910796,0.003187986685560037,0.001501986685560037,0.001686,0.0005006622285200123,0.0004005297828160099,0.0006007946742240147,9363.178659788862,534.7428666134234,1.0013244570400244,1.0,816,2025-09-29T05:28:03.952770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,801,2025-09-29T05:28:04.005027
409,18,0,2025-09-29 05:28:04.155341,0.7700168106797208,0.847018491747693,0.07700168106797209,0.0006401975512393962,0.7700168106797208,2255146.5030367463,0.0,25.2,1.0,1.0,818,2025-09-29T05:28:04.048806,0.0032500280181814714,0.0015640280181814714,0.001686,0.0005213426727271571,0.00041707413818172574,0.0006256112072725885,9386.58271151989,0.0,1.0426853454543141,1.0,818,2025-09-29T05:28:04.090375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,803,2025-09-29T05:28:04.143170
410,18,1,2025-09-29 05:28:04.293297,0.7700168106797208,0.847018491747693,0.07700168106797209,0.0006401975512393962,0.7700168106797208,2260690.62407364,5544.12103689399,25.2,1.0,1.0,820,2025-09-29T05:28:04.185467,0.0032468557311358826,0.0015608557311358826,0.001686,0.0005202852437119609,0.00041622819496956874,0.000624342292454353,9409.966358929654,23.38364740976531,1.0405704874239214,1.0,820,2025-09-29T05:28:04.227224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,805,2025-09-29T05:28:04.279342
411,18,2,2025-09-29 05:28:04.430637,0.7700168106797208,0.847018491747693,0.07700168106797209,0.0006401975512393962,0.7700168106797208,2266234.7451105337,11088.24207378798,25.2,1.0,1.0,822,2025-09-29T05:28:04.323893,0.003242532827746354,0.001556532827746354,0.001686,0.0005188442759154514,0.0004150754207323611,0.0006226131310985416,9433.320838921944,46.73812740205332,1.0376885518309027,1.0,822,2025-09-29T05:28:04.365956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,807,2025-09-29T05:28:04.418851
412,18,3,2025-09-29 05:28:04.568783,0.7700168106797208,0.847018491747693,0.07700168106797209,0.0006401975512393962,0.7700168106797208,2271778.8661474274,16632.36311068197,25.2,1.0,1.0,824,2025-09-29T05:28:04.461219,0.0032372879099239263,0.001551287909923926,0.001686,0.000517095969974642,0.0004136767759797136,0.0006205151639695704,9456.639122512159,70.05641099226901,1.034191939949284,1.0,824,2025-09-29T05:28:04.502655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,809,2025-09-29T05:28:04.557020
413,18,4,2025-09-29 05:28:04.708915,0.7700168106797208,0.847018491747693,0.07700168106797209,0.0006401975512393962,0.7700168106797208,2277322.987184321,22176.48414757596,25.2,1.0,1.0,826,2025-09-29T05:28:04.599165,0.0032313070957748985,0.0015453070957748985,0.001686,0.0005151023652582995,0.00041208189220663964,0.0006181228383099595,9479.915593543608,93.33288202371979,1.030204730516599,1.0,826,2025-09-29T05:28:04.641134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,811,2025-09-29T05:28:04.695590
