step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update,respiration_simulator_total_respiration_rate,respiration_simulator_maintenance_respiration,respiration_simulator_growth_respiration,respiration_simulator_leaf_respiration,respiration_simulator_stem_respiration,respiration_simulator_root_respiration,respiration_simulator_cumulative_respiration,respiration_simulator_daily_respiration,respiration_simulator_temperature_factor,respiration_simulator_biomass_factor,respiration_simulator_step_count,respiration_simulator_last_update,biomass_allocation_simulator_total_biomass,biomass_allocation_simulator_leaf_biomass,biomass_allocation_simulator_stem_biomass,biomass_allocation_simulator_root_biomass,biomass_allocation_simulator_leaf_allocation_fraction,biomass_allocation_simulator_stem_allocation_fraction,biomass_allocation_simulator_root_allocation_fraction,biomass_allocation_simulator_allocation_efficiency,biomass_allocation_simulator_cumulative_biomass_gain,biomass_allocation_simulator_daily_biomass_gain,biomass_allocation_simulator_step_count,biomass_allocation_simulator_last_update
28,2,3,2025-09-29 05:27:11.147136,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,165853.42618641906,18129.70206479744,27.0,1.0,1.0,56,2025-09-29T05:27:11.036792,0.003342428655099141,0.0016564286550991409,0.001686,0.0005521428850330469,0.00044171430802643753,0.0006625714620396562,648.3153531817304,72.59888201328965,1.1042857700660937,1.0,56,2025-09-29T05:27:11.078406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,2025-09-29T05:27:11.134118
29,2,4,2025-09-29 05:27:11.287532,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,171896.66020801823,24172.936086396585,27.0,1.0,1.0,58,2025-09-29T05:27:11.178825,0.003323861152684804,0.0016378611526848043,0.001686,0.0005459537175616015,0.00043676297404928116,0.0006551444610739217,672.2815031430243,96.56503197458352,1.091907435123203,1.0,58,2025-09-29T05:27:11.220088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,2025-09-29T05:27:11.273619
30,2,5,2025-09-29 05:27:11.426245,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,177939.8942296174,30216.170107995727,27.0,1.0,1.0,60,2025-09-29T05:27:11.317744,0.0033034872170567948,0.0016174872170567948,0.001686,0.0005391624056855982,0.0004313299245484786,0.0006469948868227178,696.1039877215577,120.38751655311688,1.0783248113711965,1.0,60,2025-09-29T05:27:11.359451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,2025-09-29T05:27:11.413603
31,2,6,2025-09-29 05:27:11.563670,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,183983.12825121658,36259.40412959487,27.0,1.0,1.0,62,2025-09-29T05:27:11.456855,0.003281757036807367,0.0015957570368073672,0.001686,0.0005319190122691224,0.00042553520981529795,0.0006383028147229469,719.772274684882,144.05580351644116,1.0638380245382446,1.0,62,2025-09-29T05:27:11.497995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61,2025-09-29T05:27:11.549688
32,2,7,2025-09-29 05:27:11.701227,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,190026.36227281575,42302.63815119401,27.0,1.0,1.0,64,2025-09-29T05:27:11.594654,0.0032631043204202357,0.0015771043204202359,0.001686,0.0005257014401400786,0.0004205611521120629,0.0006308417281680943,743.2983351740837,167.58186400564287,1.0514028802801572,1.0,64,2025-09-29T05:27:11.636437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,2025-09-29T05:27:11.688232
33,2,8,2025-09-29 05:27:11.842729,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,196069.59629441492,48345.872172793155,27.0,1.0,1.0,66,2025-09-29T05:27:11.731764,0.00324815556619536,0.00156215556619536,0.001686,0.0005207185220651201,0.00041657481765209605,0.0006248622264781441,766.7104829273178,190.99401175887684,1.0414370441302399,1.0,66,2025-09-29T05:27:11.773629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,2025-09-29T05:27:11.828010
34,2,9,2025-09-29 05:27:11.987855,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,202112.8303160141,54389.1061943923,27.0,1.0,1.0,68,2025-09-29T05:27:11.878143,0.0032361510061405395,0.0015501510061405395,0.001686,0.0005167170020468465,0.0004133736016374772,0.0006200604024562158,790.0311995508167,214.3147283823758,1.0334340040936927,1.0,68,2025-09-29T05:27:11.919781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,2025-09-29T05:27:11.973998
35,2,10,2025-09-29 05:27:12.125980,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,208156.06433761326,60432.34021599144,27.0,1.0,1.0,70,2025-09-29T05:27:12.018208,0.003226494969633047,0.001540494969633047,0.001686,0.0005134983232110157,0.0004107986585688126,0.0006161979878532188,813.2784023407853,237.5619311723445,1.0269966464220313,1.0,70,2025-09-29T05:27:12.059907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69,2025-09-29T05:27:12.112091
36,2,11,2025-09-29 05:27:12.262029,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,214199.29835921244,66475.57423759058,27.0,1.0,1.0,72,2025-09-29T05:27:12.156322,0.003218717689244331,0.0015327176892443312,0.001686,0.000510905896414777,0.00040872471713182166,0.0006130870756977324,836.466414349342,260.7499431809012,1.021811792829554,1.0,72,2025-09-29T05:27:12.197511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,2025-09-29T05:27:12.249220
37,2,12,2025-09-29 05:27:12.400944,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,220242.5323808116,72518.80825918973,27.0,1.0,1.0,74,2025-09-29T05:27:12.292242,0.003212446883867074,0.0015264468838670738,0.001686,0.0005088156279556913,0.00040705250236455304,0.0006105787535468295,859.6067137502675,283.8902425818267,1.0176312559113825,1.0,74,2025-09-29T05:27:12.334275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,2025-09-29T05:27:12.388483
38,2,13,2025-09-29 05:27:12.541623,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,226285.76640241078,78562.04228078887,27.0,1.0,1.0,76,2025-09-29T05:27:12.431694,0.0032073863433277304,0.0015213863433277302,0.001686,0.0005071287811092434,0.00040570302488739476,0.000608554537331092,882.708517434583,306.9920462661422,1.0142575622184866,1.0,76,2025-09-29T05:27:12.473455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,2025-09-29T05:27:12.527684
39,2,14,2025-09-29 05:27:12.679112,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,232329.00042400995,84605.27630238801,27.0,1.0,1.0,78,2025-09-29T05:27:12.572813,0.0032032996063936186,0.0015172996063936186,0.001686,0.0005057665354645395,0.0004046132283716316,0.0006069198425574473,905.7792386297264,330.0627674612856,1.0115330709290788,1.0,78,2025-09-29T05:27:12.614228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77,2025-09-29T05:27:12.665713
40,2,15,2025-09-29 05:27:12.818016,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,238372.23444560912,90648.51032398715,27.0,1.0,1.0,80,2025-09-29T05:27:12.709798,0.003199997398096323,0.0015139973980963228,0.001686,0.000504665799365441,0.0004037326394923528,0.0006055989592385292,928.8248478016,353.1083766331592,1.009331598730882,1.0,80,2025-09-29T05:27:12.751299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,2025-09-29T05:27:12.805495
41,2,16,2025-09-29 05:27:12.956306,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,244415.4684672083,96691.7443455863,27.0,1.0,1.0,82,2025-09-29T05:27:12.848401,0.003197327878410447,0.001511327878410447,0.001686,0.000503775959470149,0.00040302076757611923,0.0006045311513641787,951.8501586456256,376.1336874771849,1.0075519189402977,1.0,82,2025-09-29T05:27:12.890244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,2025-09-29T05:27:12.942369
42,2,17,2025-09-29 05:27:13.095553,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,250458.70248880747,102734.97836718544,27.0,1.0,1.0,84,2025-09-29T05:27:12.986900,0.003195169018292352,0.0015091690182923519,0.001686,0.0005030563394307839,0.0004024450715446272,0.0006036676073169407,974.8590556171021,399.1425844486613,1.0061126788615677,1.0,84,2025-09-29T05:27:13.028531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,2025-09-29T05:27:13.082268
43,2,18,2025-09-29 05:27:13.234800,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,256501.93651040664,108778.21238878458,27.0,1.0,1.0,86,2025-09-29T05:27:13.126366,0.003193422602402274,0.001507422602402274,0.001686,0.000502474200800758,0.0004019793606406064,0.0006029690409609095,997.8546755456459,422.13820437720517,1.004948401601516,1.0,86,2025-09-29T05:27:13.168294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,2025-09-29T05:27:13.221561
44,2,19,2025-09-29 05:27:13.374708,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,262545.1705320058,114821.44641038372,27.0,1.0,1.0,88,2025-09-29T05:27:13.264963,0.0031920094871037987,0.0015060094871037987,0.001686,0.0005020031623679329,0.0004016025298943463,0.0006024037948415195,1020.8395529915084,445.1230818230676,1.0040063247358657,1.0,88,2025-09-29T05:27:13.306863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,2025-09-29T05:27:13.360796
45,2,20,2025-09-29 05:27:13.514446,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,268588.40455360495,120864.68043198287,27.0,1.0,1.0,90,2025-09-29T05:27:13.405565,0.003190865834846935,0.0015048658348469348,0.001686,0.0005016219449489783,0.00040129755595918267,0.0006019463339387739,1043.8157368405862,468.09926567214535,1.0032438898979563,1.0,90,2025-09-29T05:27:13.447379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,2025-09-29T05:27:13.500707
46,2,21,2025-09-29 05:27:13.654436,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,274631.6385752041,126907.91445358201,27.0,1.0,1.0,92,2025-09-29T05:27:13.545185,0.0031899401131894297,0.0015039401131894297,0.001686,0.0005013133710631433,0.00040105069685051465,0.0006015760452757719,1066.7848839989626,491.06841283052194,1.0026267421262864,1.0,92,2025-09-29T05:27:13.586385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,2025-09-29T05:27:13.640551
47,2,22,2025-09-29 05:27:13.792944,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,280674.8725968033,132951.14847518117,27.0,1.0,1.0,94,2025-09-29T05:27:13.685100,0.003189190696105618,0.0015031906961056184,0.001686,0.0005010635653685395,0.0004008508522948316,0.0006012762784422473,1089.7483347966443,514.0318636282034,1.002127130737079,1.0,94,2025-09-29T05:27:13.726939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,2025-09-29T05:27:13.781163
48,2,23,2025-09-29 05:27:13.933570,0.839338058555437,0.9232718644109807,0.0839338058555437,0.0006411908501374583,0.839338058555437,286718.10661840247,138994.38249678034,27.0,1.0,1.0,96,2025-09-29T05:27:13.823566,0.003188583942023917,0.0015025839420239168,0.001686,0.0005008613140079723,0.00040068905120637787,0.0006010335768095667,1112.7071737446706,536.9907025762299,1.0017226280159446,1.0,96,2025-09-29T05:27:13.865079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,2025-09-29T05:27:13.919626
49,3,0,2025-09-29 05:27:14.072527,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,292604.13200691406,0.0,25.7,1.0,1.0,98,2025-09-29T05:27:13.964299,0.0030612240306476493,0.0013752240306476493,0.001686,0.00045840801021588304,0.00036672640817270646,0.0005500896122590597,1134.7427020941902,0.0,0.9168160204317659,1.0,98,2025-09-29T05:27:14.006022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,2025-09-29T05:27:14.059087
50,3,1,2025-09-29 05:27:14.213176,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,298490.15739542566,5886.025388511599,25.7,1.0,1.0,100,2025-09-29T05:27:14.103153,0.003066311898072123,0.0013803118980721231,0.001686,0.0004601039660240411,0.0003680831728192329,0.0005521247592288493,1156.809783081357,22.0670809871668,0.920207932048082,1.0,100,2025-09-29T05:27:14.144963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,2025-09-29T05:27:14.199244
51,3,2,2025-09-29 05:27:14.352123,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,304376.18278393726,11772.050777023198,25.7,1.0,1.0,102,2025-09-29T05:27:14.244164,0.003073837117148143,0.0013878371171481428,0.001686,0.0004626123723827143,0.00037008989790617144,0.0005551348468592571,1178.9268716256363,44.184169531446145,0.9252247447654285,1.0,102,2025-09-29T05:27:14.286427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,2025-09-29T05:27:14.340634
52,3,3,2025-09-29 05:27:14.491606,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,310262.20817244885,17658.076165534796,25.7,1.0,1.0,104,2025-09-29T05:27:14.382536,0.003083376161941375,0.001397376161941375,0.001686,0.0004657920539804583,0.0003726336431843667,0.0005589504647765499,1201.1091857633116,66.3664836691214,0.9315841079609165,1.0,104,2025-09-29T05:27:14.424261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103,2025-09-29T05:27:14.477819
53,3,4,2025-09-29 05:27:14.630370,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,316148.23356096045,23544.101554046392,25.7,1.0,1.0,106,2025-09-29T05:27:14.522148,0.00309459178100874,0.00140859178100874,0.001686,0.00046953059366958,0.000375624474935664,0.000563436712403496,1223.3693697403753,88.62666764618496,0.9390611873391599,1.0,106,2025-09-29T05:27:14.563956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105,2025-09-29T05:27:14.618096
54,3,5,2025-09-29 05:27:14.767924,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,322034.25894947205,29430.12694255799,25.7,1.0,1.0,108,2025-09-29T05:27:14.661359,0.0031072141729588908,0.0014212141729588908,0.001686,0.00047373805765296364,0.0003789904461223709,0.0005684856691835563,1245.7180111486189,110.97530905442845,0.9474761153059271,1.0,108,2025-09-29T05:27:14.702731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,2025-09-29T05:27:14.754200
55,3,6,2025-09-29 05:27:14.908059,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,327920.28433798364,35316.152331069585,25.7,1.0,1.0,110,2025-09-29T05:27:14.798616,0.003121026705627344,0.0014350267056273442,0.001686,0.0004783422352091147,0.0003826737881672918,0.0005740106822509376,1268.1640477181759,133.42134562398553,0.9566844704182292,1.0,110,2025-09-29T05:27:14.840082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,2025-09-29T05:27:14.894338
56,3,7,2025-09-29 05:27:15.046152,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,333806.30972649524,41202.17771958118,25.7,1.0,1.0,112,2025-09-29T05:27:14.938547,0.0031331512553900947,0.0014471512553900947,0.001686,0.0004823837517966982,0.0003859070014373586,0.0005788605021560378,1290.7020154282889,155.95931333409868,0.9647675035933961,1.0,112,2025-09-29T05:27:14.979791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,2025-09-29T05:27:15.034054
57,3,8,2025-09-29 05:27:15.183649,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,339692.33511500683,47088.20310809278,25.7,1.0,1.0,114,2025-09-29T05:27:15.076412,0.0031430471945493063,0.0014570471945493063,0.001686,0.0004856823981831021,0.0003885459185464817,0.0005828188778197224,1313.3150497827398,178.57234768854968,0.9713647963662041,1.0,114,2025-09-29T05:27:15.118119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112,2025-09-29T05:27:15.170030
58,3,9,2025-09-29 05:27:15.322605,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,345578.36050351843,52974.22849660437,25.7,1.0,1.0,116,2025-09-29T05:27:15.214390,0.003151112489770638,0.0014651124897706379,0.001686,0.0004883708299235459,0.00039069666393883674,0.000586044995908255,1335.9892862782542,201.24658418406418,0.9767416598470917,1.0,116,2025-09-29T05:27:15.256000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,2025-09-29T05:27:15.309211
59,3,10,2025-09-29 05:27:15.462894,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,351464.38589203,58860.25388511597,25.7,1.0,1.0,118,2025-09-29T05:27:15.353081,0.003157678094017702,0.0014716780940177022,0.001686,0.0004905593646725674,0.00039244749173805395,0.0005886712376070808,1358.7133592977207,223.97065720353058,0.9811187293451346,1.0,118,2025-09-29T05:27:15.394556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116,2025-09-29T05:27:15.448955
60,3,11,2025-09-29 05:27:15.603483,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,357350.4112805416,64746.279273627566,25.7,1.0,1.0,120,2025-09-29T05:27:15.493607,0.0031630177954516427,0.0014770177954516429,0.001686,0.0004923392651505476,0.0003938714121204381,0.0005908071181806572,1381.477973150118,246.73527105592797,0.9846785303010952,1.0,120,2025-09-29T05:27:15.535047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118,2025-09-29T05:27:15.589551
61,3,12,2025-09-29 05:27:15.742889,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,363236.4366690532,70632.30466213917,25.7,1.0,1.0,122,2025-09-29T05:27:15.634270,0.0031673571525235727,0.001481357152523573,0.001686,0.0004937857175078577,0.00039502857400628615,0.0005925428610094292,1404.2755391897736,269.5328370955835,0.9875714350157152,1.0,122,2025-09-29T05:27:15.676412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120,2025-09-29T05:27:15.729907
62,3,13,2025-09-29 05:27:15.879752,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,369122.4620575648,76518.33005065077,25.7,1.0,1.0,124,2025-09-29T05:27:15.773339,0.0031708813754306557,0.0014848813754306555,0.001686,0.0004949604584768852,0.0003959683667815082,0.0005939525501722622,1427.0998716072963,292.35716951310616,0.9899209169537703,1.0,124,2025-09-29T05:27:15.815095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122,2025-09-29T05:27:15.866692
63,3,14,2025-09-29 05:27:16.018004,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,375008.4874460764,82404.35543916236,25.7,1.0,1.0,126,2025-09-29T05:27:15.910237,0.0031737421411732482,0.0014877421411732482,0.001686,0.0004959140470577494,0.00039673123764619953,0.0005950968564692993,1449.9459341943357,315.2032321001454,0.9918280941154985,1.0,126,2025-09-29T05:27:15.951965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,124,2025-09-29T05:27:16.005736
64,3,15,2025-09-29 05:27:16.157379,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,380894.512834588,88290.38082767396,25.7,1.0,1.0,128,2025-09-29T05:27:16.048323,0.003176063401165232,0.001490063401165232,0.001686,0.0004966878003884106,0.0003973502403107285,0.0005960253604660927,1472.8096306995474,338.0669286053571,0.9933756007768212,1.0,128,2025-09-29T05:27:16.090291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,2025-09-29T05:27:16.144390
65,3,16,2025-09-29 05:27:16.295883,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,386780.5382230996,94176.40621618555,25.7,1.0,1.0,130,2025-09-29T05:27:16.187810,0.0031779462764291427,0.0014919462764291427,0.001686,0.0004973154254763809,0.0003978523403811048,0.0005967785105716571,1495.6876320249885,360.94492993079825,0.9946308509527618,1.0,130,2025-09-29T05:27:16.229519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128,2025-09-29T05:27:16.283192
66,3,17,2025-09-29 05:27:16.436213,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,392666.5636116112,100062.43160469715,25.7,1.0,1.0,132,2025-09-29T05:27:16.326928,0.0031794731493556662,0.001493473149355666,0.001686,0.0004978243831185553,0.0003982595064948443,0.0005973892597422664,1518.5772342793232,383.83453218513307,0.9956487662371105,1.0,132,2025-09-29T05:27:16.368599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,130,2025-09-29T05:27:16.422169
67,3,18,2025-09-29 05:27:16.574200,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,398552.5890001228,105948.45699320875,25.7,1.0,1.0,134,2025-09-29T05:27:16.466869,0.0031807110618284756,0.0014947110618284756,0.001686,0.0004982370206094919,0.00039858961648759353,0.0005978844247313903,1541.4762424976848,406.73354040349466,0.9964740412189836,1.0,134,2025-09-29T05:27:16.508998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132,2025-09-29T05:27:16.561723
68,3,19,2025-09-29 05:27:16.713872,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,404438.6143886344,111834.48238172034,25.7,1.0,1.0,136,2025-09-29T05:27:16.604948,0.0031817145230620602,0.0014957145230620602,0.001686,0.0004985715076873534,0.0003988572061498827,0.000598285809224824,1564.3828755960496,429.64017350185964,0.9971430153747067,1.0,136,2025-09-29T05:27:16.647138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134,2025-09-29T05:27:16.701430
69,3,20,2025-09-29 05:27:16.854247,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,410324.639777146,117720.50777023194,25.7,1.0,1.0,138,2025-09-29T05:27:16.744412,0.0031825278204703597,0.0014965278204703597,0.001686,0.0004988426068234532,0.0003990740854587626,0.0005986111281881439,1587.2956888189294,452.55298672473936,0.9976852136469063,1.0,138,2025-09-29T05:27:16.786599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136,2025-09-29T05:27:16.840354
70,3,21,2025-09-29 05:27:16.992940,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,416210.6651656576,123606.53315874354,25.7,1.0,1.0,140,2025-09-29T05:27:16.884710,0.003183186915538014,0.001497186915538014,0.001686,0.0004990623051793381,0.00039924984414347047,0.0005988747662152056,1610.2135105500324,475.4708084558424,0.998124610358676,1.0,140,2025-09-29T05:27:16.926584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,138,2025-09-29T05:27:16.980650
71,3,22,2025-09-29 05:27:17.132569,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,422096.6905541692,129492.55854725513,25.7,1.0,1.0,142,2025-09-29T05:27:17.023861,0.0031837209953237983,0.0014977209953237986,0.001686,0.0004992403317745995,0.00039939226541967966,0.0005990883981295194,1633.1353908843012,498.392688790111,0.9984806635491988,1.0,142,2025-09-29T05:27:17.065150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140,2025-09-29T05:27:17.118709
72,3,23,2025-09-29 05:27:17.271186,0.8175035261821665,0.8992538788003832,0.08175035261821666,0.0005842190266503966,0.8175035261821665,427982.7159426808,135378.58393576674,25.7,1.0,1.0,144,2025-09-29T05:27:17.163125,0.0031841537396064276,0.0014981537396064279,0.001686,0.0004993845798688093,0.00039950766389504745,0.0005992614958425711,1656.0605598104835,521.3178577162934,0.9987691597376185,1.0,144,2025-09-29T05:27:17.204944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,2025-09-29T05:27:17.259080
73,4,0,2025-09-29 05:27:17.411669,0.7782972211934486,0.8561269433127935,0.07782972211934486,0.0006100990218575426,0.7782972211934486,433586.4559352736,0.0,25.0,1.0,1.0,146,2025-09-29T05:27:17.302359,0.0031149676696046323,0.0014289676696046323,0.001686,0.0004763225565348775,0.000381058045227902,0.0005715870678418529,1678.4843708830174,0.0,0.9526451130697549,1.0,146,2025-09-29T05:27:17.344536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144,2025-09-29T05:27:17.398166
74,4,1,2025-09-29 05:27:17.549589,0.7782972211934486,0.8561269433127935,0.07782972211934486,0.0006100990218575426,0.7782972211934486,439190.19592786644,5603.739992592829,25.0,1.0,1.0,148,2025-09-29T05:27:17.442195,0.003118287616952381,0.001432287616952381,0.001686,0.0004774292056507937,0.00038194336452063496,0.0005729150467809524,1700.9294374685187,22.44506658550138,0.9548584113015872,1.0,148,2025-09-29T05:27:17.484235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146,2025-09-29T05:27:17.536102
75,4,2,2025-09-29 05:27:17.689803,0.7782972211934486,0.8561269433127935,0.07782972211934486,0.0006100990218575426,0.7782972211934486,444793.9359204593,11207.479985185659,25.0,1.0,1.0,150,2025-09-29T05:27:17.581258,0.0031228735153382378,0.0014368735153382378,0.001686,0.00047895783844607924,0.00038316627075686343,0.000574749406135295,1723.4053580045772,44.92098712155985,0.9579156768921584,1.0,150,2025-09-29T05:27:17.622807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148,2025-09-29T05:27:17.677153
